panel	source_file	record_type	iteration	day1_rho	day7_rho	day14_rho	mean_rho	min_rho	transition_rho	same_transition_programs	statistic	real_value	null_mean	null_q95	empirical_one_sided_p	null_percentile	permutations	deleted_from	deleted_participant	all_days_positive
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1159.0	0.357142857142857	0.464285714285714	0.428571428571429	0.416666666666667	0.357142857142857	0.0714285714285714	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1160.0	0.964285714285714	0.821428571428571	-0.0357142857142857	0.583333333333333	-0.0357142857142857	0.964285714285714	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1161.0	0.964285714285714	0.107142857142857	0.285714285714286	0.452380952380952	0.107142857142857	1.0	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1162.0	0.75	0.714285714285714	0.5	0.654761904761905	0.5	0.964285714285714	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1163.0	0.392857142857143	0.0	0.464285714285714	0.285714285714286	0.0	0.392857142857143	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1164.0	0.75	0.214285714285714	-0.25	0.238095238095238	-0.25	0.428571428571429	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1165.0	0.642857142857143	0.821428571428571	0.0	0.488095238095238	0.0	0.357142857142857	3.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1166.0	0.392857142857143	-0.321428571428571	0.392857142857143	0.154761904761905	-0.321428571428571	0.75	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1167.0	0.607142857142857	0.571428571428571	0.428571428571429	0.535714285714286	0.428571428571429	0.928571428571429	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1168.0	0.571428571428571	-0.5	-0.0357142857142857	0.0119047619047619	-0.5	0.714285714285714	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1169.0	0.75	0.535714285714286	0.678571428571429	0.654761904761905	0.535714285714286	0.821428571428571	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1170.0	-0.285714285714286	0.607142857142857	-0.107142857142857	0.0714285714285714	-0.285714285714286	-0.0714285714285714	3.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1171.0	0.785714285714286	0.142857142857143	0.392857142857143	0.440476190476191	0.142857142857143	0.464285714285714	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1172.0	0.857142857142857	0.642857142857143	-0.0357142857142857	0.488095238095238	-0.0357142857142857	0.857142857142857	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1173.0	0.428571428571429	0.642857142857143	0.678571428571429	0.583333333333333	0.428571428571429	0.571428571428571	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1174.0	0.857142857142857	0.642857142857143	0.464285714285714	0.654761904761905	0.464285714285714	0.642857142857143	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1175.0	0.857142857142857	0.714285714285714	0.607142857142857	0.726190476190476	0.607142857142857	0.535714285714286	3.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1176.0	0.857142857142857	-0.178571428571429	0.214285714285714	0.297619047619048	-0.178571428571429	0.75	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1177.0	0.964285714285714	0.928571428571429	0.285714285714286	0.726190476190476	0.285714285714286	0.285714285714286	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1178.0	0.392857142857143	0.392857142857143	0.535714285714286	0.440476190476191	0.392857142857143	0.428571428571429	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1179.0	0.714285714285714	0.857142857142857	-0.428571428571429	0.380952380952381	-0.428571428571429	0.785714285714286	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1180.0	0.0714285714285714	-0.0357142857142857	0.0	0.0119047619047619	-0.0357142857142857	0.392857142857143	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1181.0	0.678571428571429	0.642857142857143	-0.142857142857143	0.392857142857143	-0.142857142857143	1.0	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1182.0	0.321428571428571	0.964285714285714	0.178571428571429	0.488095238095238	0.178571428571429	0.607142857142857	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1183.0	0.75	0.75	0.785714285714286	0.761904761904762	0.75	0.75	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1184.0	0.785714285714286	-0.714285714285714	-0.285714285714286	-0.0714285714285714	-0.714285714285714	0.535714285714286	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1185.0	0.428571428571429	-0.392857142857143	-0.107142857142857	-0.0238095238095238	-0.392857142857143	0.535714285714286	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1186.0	0.964285714285714	0.642857142857143	0.607142857142857	0.738095238095238	0.607142857142857	0.821428571428571	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1187.0	0.714285714285714	0.678571428571429	0.392857142857143	0.595238095238095	0.392857142857143	0.821428571428571	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1188.0	0.892857142857143	0.857142857142857	0.571428571428571	0.773809523809524	0.571428571428571	0.75	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1189.0	0.857142857142857	-0.25	0.321428571428571	0.30952380952381	-0.25	0.928571428571429	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1190.0	0.571428571428571	0.928571428571429	0.857142857142857	0.785714285714286	0.571428571428571	0.178571428571429	3.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1191.0	0.857142857142857	0.535714285714286	0.321428571428571	0.571428571428571	0.321428571428571	0.642857142857143	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1192.0	0.571428571428571	0.75	0.464285714285714	0.595238095238095	0.464285714285714	0.857142857142857	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1193.0	0.857142857142857	0.75	0.785714285714286	0.797619047619048	0.75	0.928571428571429	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1194.0	0.607142857142857	0.178571428571429	0.357142857142857	0.380952380952381	0.178571428571429	0.607142857142857	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1195.0	0.571428571428571	0.535714285714286	0.464285714285714	0.523809523809524	0.464285714285714	0.678571428571429	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1196.0	0.571428571428571	0.857142857142857	-0.0357142857142857	0.464285714285714	-0.0357142857142857	0.285714285714286	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1197.0	0.785714285714286	0.464285714285714	0.535714285714286	0.595238095238095	0.464285714285714	0.392857142857143	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1198.0	0.714285714285714	0.142857142857143	0.285714285714286	0.380952380952381	0.142857142857143	0.821428571428571	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1199.0	0.607142857142857	0.428571428571429	0.392857142857143	0.476190476190476	0.392857142857143	0.178571428571429	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1200.0	0.714285714285714	-0.357142857142857	-0.357142857142857	0.0	-0.357142857142857	0.607142857142857	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1201.0	0.5	0.214285714285714	0.0	0.238095238095238	0.0	0.607142857142857	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1202.0	0.714285714285714	0.285714285714286	0.357142857142857	0.452380952380952	0.285714285714286	0.75	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1203.0	0.678571428571429	0.5	0.714285714285714	0.630952380952381	0.5	0.678571428571429	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1204.0	0.964285714285714	-0.392857142857143	0.321428571428571	0.297619047619048	-0.392857142857143	0.928571428571429	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1205.0	0.0357142857142857	0.714285714285714	0.571428571428571	0.440476190476191	0.0357142857142857	0.714285714285714	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1206.0	0.535714285714286	0.714285714285714	0.714285714285714	0.654761904761905	0.535714285714286	0.821428571428571	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1207.0	0.714285714285714	0.892857142857143	0.714285714285714	0.773809523809524	0.714285714285714	0.428571428571429	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1208.0	0.428571428571429	0.428571428571429	0.178571428571429	0.345238095238095	0.178571428571429	0.5	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1209.0	0.714285714285714	0.535714285714286	0.785714285714286	0.678571428571429	0.535714285714286	0.964285714285714	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1210.0	0.714285714285714	0.964285714285714	0.535714285714286	0.738095238095238	0.535714285714286	0.571428571428571	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1211.0	0.464285714285714	0.214285714285714	0.571428571428571	0.416666666666667	0.214285714285714	0.392857142857143	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1212.0	0.75	0.214285714285714	0.678571428571429	0.547619047619048	0.214285714285714	0.428571428571429	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1213.0	0.642857142857143	0.464285714285714	0.392857142857143	0.5	0.392857142857143	0.5	3.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1214.0	0.821428571428571	-0.714285714285714	-0.678571428571429	-0.190476190476191	-0.714285714285714	0.821428571428571	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1215.0	0.392857142857143	1.0	0.5	0.630952380952381	0.392857142857143	0.714285714285714	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1216.0	0.321428571428571	-0.857142857142857	0.464285714285714	-0.0238095238095238	-0.857142857142857	0.285714285714286	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1217.0	0.678571428571429	0.142857142857143	0.571428571428571	0.464285714285714	0.142857142857143	0.892857142857143	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1218.0	0.821428571428571	-0.321428571428571	0.428571428571429	0.30952380952381	-0.321428571428571	0.928571428571429	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1219.0	0.678571428571429	0.892857142857143	0.107142857142857	0.55952380952381	0.107142857142857	0.285714285714286	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1220.0	0.857142857142857	-0.642857142857143	0.0	0.0714285714285714	-0.642857142857143	0.892857142857143	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1221.0	0.607142857142857	0.214285714285714	0.392857142857143	0.404761904761905	0.214285714285714	0.892857142857143	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1222.0	0.714285714285714	0.928571428571429	0.428571428571429	0.69047619047619	0.428571428571429	0.857142857142857	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1223.0	0.678571428571429	0.25	-0.5	0.142857142857143	-0.5	0.785714285714286	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1224.0	0.928571428571429	-0.285714285714286	0.535714285714286	0.392857142857143	-0.285714285714286	0.928571428571429	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1225.0	0.785714285714286	0.857142857142857	0.535714285714286	0.726190476190476	0.535714285714286	0.535714285714286	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1226.0	0.178571428571429	0.571428571428571	0.428571428571429	0.392857142857143	0.178571428571429	0.0714285714285714	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1227.0	0.714285714285714	0.785714285714286	0.678571428571429	0.726190476190476	0.678571428571429	0.535714285714286	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1228.0	0.642857142857143	0.0	-0.0714285714285714	0.190476190476191	-0.0714285714285714	0.75	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1229.0	0.714285714285714	0.785714285714286	0.321428571428571	0.607142857142857	0.321428571428571	0.857142857142857	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1230.0	0.857142857142857	0.75	0.714285714285714	0.773809523809524	0.714285714285714	0.785714285714286	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1231.0	0.571428571428571	0.857142857142857	-0.0357142857142857	0.464285714285714	-0.0357142857142857	0.857142857142857	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1232.0	-0.107142857142857	0.5	0.535714285714286	0.30952380952381	-0.107142857142857	0.535714285714286	3.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1233.0	0.428571428571429	0.5	0.535714285714286	0.488095238095238	0.428571428571429	0.178571428571429	3.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1234.0	0.785714285714286	-0.142857142857143	-0.0714285714285714	0.19047619047619	-0.142857142857143	0.571428571428571	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1235.0	0.857142857142857	0.785714285714286	0.678571428571429	0.773809523809524	0.678571428571429	0.607142857142857	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1236.0	0.142857142857143	0.571428571428571	0.535714285714286	0.416666666666667	0.142857142857143	0.142857142857143	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1237.0	0.821428571428571	0.214285714285714	0.321428571428571	0.452380952380952	0.214285714285714	0.928571428571429	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1238.0	0.535714285714286	0.428571428571429	0.107142857142857	0.357142857142857	0.107142857142857	0.571428571428571	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1239.0	0.428571428571429	0.285714285714286	0.321428571428571	0.345238095238095	0.285714285714286	0.535714285714286	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1240.0	0.928571428571429	0.928571428571429	0.25	0.702380952380953	0.25	0.785714285714286	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1241.0	0.857142857142857	0.678571428571429	0.0	0.511904761904762	0.0	0.678571428571429	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1242.0	0.607142857142857	-0.392857142857143	0.214285714285714	0.142857142857143	-0.392857142857143	0.857142857142857	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1243.0	0.392857142857143	0.75	0.0357142857142857	0.392857142857143	0.0357142857142857	0.428571428571429	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1244.0	0.607142857142857	0.892857142857143	0.607142857142857	0.702380952380953	0.607142857142857	0.785714285714286	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1245.0	0.75	0.678571428571429	0.964285714285714	0.797619047619048	0.678571428571429	0.357142857142857	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1246.0	0.714285714285714	0.607142857142857	0.5	0.607142857142857	0.5	0.892857142857143	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1247.0	0.714285714285714	0.535714285714286	-0.428571428571429	0.273809523809524	-0.428571428571429	0.357142857142857	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1248.0	0.892857142857143	0.821428571428571	0.428571428571429	0.714285714285714	0.428571428571429	0.857142857142857	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1249.0	0.928571428571429	0.75	0.857142857142857	0.845238095238095	0.75	0.642857142857143	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1250.0	0.857142857142857	0.964285714285714	0.821428571428571	0.880952380952381	0.821428571428571	0.714285714285714	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1251.0	0.642857142857143	0.142857142857143	0.642857142857143	0.476190476190476	0.142857142857143	0.821428571428571	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1252.0	0.571428571428571	0.642857142857143	0.428571428571429	0.547619047619048	0.428571428571429	0.821428571428571	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1253.0	0.285714285714286	0.535714285714286	0.714285714285714	0.511904761904762	0.285714285714286	0.642857142857143	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1254.0	0.642857142857143	0.607142857142857	0.428571428571429	0.55952380952381	0.428571428571429	0.607142857142857	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1255.0	0.75	0.75	0.464285714285714	0.654761904761905	0.464285714285714	0.892857142857143	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1256.0	0.714285714285714	0.857142857142857	0.857142857142857	0.80952380952381	0.714285714285714	0.857142857142857	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1257.0	0.928571428571429	0.571428571428571	-0.464285714285714	0.345238095238095	-0.464285714285714	0.892857142857143	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1258.0	1.0	0.857142857142857	0.142857142857143	0.666666666666667	0.142857142857143	0.928571428571429	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1259.0	0.75	0.714285714285714	0.678571428571429	0.714285714285714	0.678571428571429	0.964285714285714	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1260.0	0.678571428571429	-0.142857142857143	0.607142857142857	0.380952380952381	-0.142857142857143	0.821428571428571	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1261.0	0.714285714285714	0.785714285714286	0.714285714285714	0.738095238095238	0.714285714285714	0.785714285714286	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1262.0	0.892857142857143	0.535714285714286	0.392857142857143	0.607142857142857	0.392857142857143	0.642857142857143	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1263.0	1.0	0.392857142857143	0.392857142857143	0.595238095238095	0.392857142857143	0.0	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1264.0	0.857142857142857	0.857142857142857	0.642857142857143	0.785714285714286	0.642857142857143	0.857142857142857	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1265.0	0.714285714285714	0.571428571428571	0.464285714285714	0.583333333333333	0.464285714285714	0.535714285714286	3.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1266.0	0.857142857142857	0.714285714285714	0.321428571428571	0.630952380952381	0.321428571428571	0.821428571428571	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1267.0	0.75	-0.642857142857143	0.285714285714286	0.130952380952381	-0.642857142857143	0.75	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1268.0	0.607142857142857	0.75	0.714285714285714	0.690476190476191	0.607142857142857	0.785714285714286	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1269.0	0.892857142857143	0.928571428571429	0.642857142857143	0.821428571428572	0.642857142857143	0.857142857142857	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1270.0	0.928571428571429	0.928571428571429	0.785714285714286	0.880952380952381	0.785714285714286	0.821428571428571	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1271.0	0.714285714285714	0.535714285714286	0.642857142857143	0.630952380952381	0.535714285714286	0.571428571428571	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1272.0	0.178571428571429	0.357142857142857	-0.107142857142857	0.142857142857143	-0.107142857142857	0.142857142857143	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1273.0	0.821428571428571	-0.214285714285714	0.0357142857142857	0.214285714285714	-0.214285714285714	0.785714285714286	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1274.0	0.678571428571429	0.607142857142857	0.428571428571429	0.571428571428571	0.428571428571429	0.785714285714286	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1275.0	0.857142857142857	0.5	0.321428571428571	0.55952380952381	0.321428571428571	0.678571428571429	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1276.0	0.928571428571429	0.535714285714286	-0.285714285714286	0.392857142857143	-0.285714285714286	0.857142857142857	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1277.0	0.857142857142857	0.857142857142857	0.642857142857143	0.785714285714286	0.642857142857143	0.964285714285714	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1278.0	0.892857142857143	0.571428571428571	-0.928571428571429	0.178571428571429	-0.928571428571429	0.785714285714286	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1279.0	0.714285714285714	0.464285714285714	0.5	0.55952380952381	0.464285714285714	0.857142857142857	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1280.0	0.642857142857143	0.535714285714286	0.428571428571429	0.535714285714286	0.428571428571429	0.428571428571429	4.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1281.0	0.857142857142857	0.285714285714286	0.321428571428571	0.488095238095238	0.285714285714286	0.75	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1282.0	0.964285714285714	-0.0714285714285714	0.428571428571429	0.440476190476191	-0.0714285714285714	0.857142857142857	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1283.0	0.571428571428571	0.0	-0.428571428571429	0.0476190476190476	-0.428571428571429	-0.142857142857143	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1284.0	0.785714285714286	0.0714285714285714	0.107142857142857	0.321428571428571	0.0714285714285714	0.142857142857143	6.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1285.0	0.357142857142857	0.857142857142857	0.0714285714285714	0.428571428571429	0.0714285714285714	0.392857142857143	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1286.0	0.428571428571429	0.178571428571429	-0.107142857142857	0.166666666666667	-0.107142857142857	0.821428571428571	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1287.0	0.892857142857143	0.75	0.0714285714285714	0.571428571428571	0.0714285714285714	0.678571428571429	5.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1288.0	0.928571428571429	0.535714285714286	-0.285714285714286	0.392857142857143	-0.285714285714286	0.785714285714286	7.0										
A-B	03_results/phase2b/MATCHED_RANDOM_PROGRAM_NULL_10000.tsv	null_iteration	1289.0	0.928571428571429	0.392857142857143	0.642857142857143	0.654761904761905	0.392857142857143	0.857142857142857	6.0										
