panel	source_file	record_type	dataset	program	day	n_participants	model_effect	model_se	model_ci95_low	model_ci95_high	model_t	model_df	model_p	paired_mean_change	paired_sd	paired_hedges_g	exact_signflip_p	lopo_direction_fraction	direction	primary_timepoint	model_BH_q	participant_id	baseline_score	treated_score	difference	afl_hedges_g_1	afl_hedges_g_7	afl_hedges_g_14	nafl_hedges_g_1	nafl_hedges_g_7	nafl_hedges_g_14	afl_transition_D14_minus_D1	nafl_transition_D14_minus_D1	same_transition_direction	metric	value	analysis	variant	removed_gene	genes_used	day14_hedges_g
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	1.0																	2013.0	-0.0379264420281234	-0.252411883293836	-0.214485441265712																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	1.0																	2014.0	-0.125220280791193	-0.765915533894625	-0.640695253103432																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	1.0																	2017.0	-0.0611274905945276	-0.439712836541674	-0.378585345947146																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	1.0																	2018.0	-0.755120523333841	-0.423890864743792	0.331229658590049																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	1.0																	2020.0	0.176222684337561	-0.551865699151191	-0.728088383488753																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	1.0																	2022.0	-0.0407387819417774	0.0120877337225424	0.0528265156643198																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	1.0																	2024.0	-0.241284546694039	-0.276304174319884	-0.0350196276258455																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	1.0																	2026.0	0.231311035364696	-0.409451443396346	-0.640762478761042																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	1.0																	2027.0	0.0797677784991644	-0.616564632682769	-0.696332411181934																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	1.0																	2029.0	1.24997608230236	0.122227396805312	-1.12774868549705																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	1.0																	2030.0	0.119370403679588	-0.564318054516943	-0.683688458196531																
