day	standardized_spearman_rho	bootstrap_ci95_low	bootstrap_ci95_high	bootstrap_replicates_valid	exact_label_permutation_p	exact_label_permutations	raw_mean_change_spearman_rho	directional_concordance
1	0.821428571428571	0.571428571428571	0.964285714285714	5000	0.0341269841269841	5040	0.857142857142857	1
7	0.821428571428571	0.428571428571428	0.964285714285714	5000	0.0341269841269841	5040	0.857142857142857	0.857142857142857
14	0.857142857142857	0.214285714285714	0.928571428571428	5000	0.0238095238095238	5040	0.785714285714286	0.714285714285714
