gene_symbol	n_entrez_per_symbol	probe_id	gene_symbol_raw	entrez_raw	platform	symbol_unique	entrez_unique	entrez_id	mapping_status	used_reliable	selected_highest_iqr_probe	used_shared_universe
SNRNP70	1	11755283_a_at	SNRNP70	6625	GPL15207	TRUE	TRUE	6625	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TSPAN13	1	11755284_s_at	TSPAN13	27075	GPL15207	TRUE	TRUE	27075	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
BCAS3	1	11755285_a_at	BCAS3	54828	GPL15207	TRUE	TRUE	54828	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
FAM200A	1	11755286_at	FAM200A	221786	GPL15207	TRUE	TRUE	221786	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KRT8	1	11755287_x_at	KRT8	3856	GPL15207	TRUE	TRUE	3856	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KLHL26	1	11755288_a_at	KLHL26	55295	GPL15207	TRUE	TRUE	55295	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MORF4L2	1	11755289_x_at	MORF4L2	9643	GPL15207	TRUE	TRUE	9643	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
FBXL18	1	11755290_s_at	FBXL18	80028	GPL15207	TRUE	TRUE	80028	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
DENND2D	1	11755291_a_at	DENND2D	79961	GPL15207	TRUE	TRUE	79961	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CYB561A3	1	11755292_a_at	CYB561A3	220002	GPL15207	TRUE	TRUE	220002	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
GLO1	1	11755293_a_at	GLO1	2739	GPL15207	TRUE	TRUE	2739	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
NEB	1	11755294_x_at	NEB	4703	GPL15207	TRUE	TRUE	4703	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SIGMAR1	1	11755295_x_at	SIGMAR1	10280	GPL15207	TRUE	TRUE	10280	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PSAP	1	11755296_a_at	PSAP	5660	GPL15207	TRUE	TRUE	5660	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ARHGEF40	1	11755297_a_at	ARHGEF40	55701	GPL15207	TRUE	TRUE	55701	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
UBE2Q2	1	11755298_s_at	UBE2Q2	92912	GPL15207	TRUE	TRUE	92912	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SAPCD2	1	11755299_s_at	SAPCD2	89958	GPL15207	TRUE	TRUE	89958	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
SAPCD2	1	11755300_x_at	SAPCD2	89958	GPL15207	TRUE	TRUE	89958	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
TOLLIP	1	11755301_a_at	TOLLIP	54472	GPL15207	TRUE	TRUE	54472	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
COL24A1	1	11755302_a_at	COL24A1	255631	GPL15207	TRUE	TRUE	255631	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
HLA-A	1	11755303_x_at	HLA-A	3105	GPL15207	TRUE	TRUE	3105	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
LONRF3	1	11755304_a_at	LONRF3	79836	GPL15207	TRUE	TRUE	79836	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ZNF410	1	11755305_a_at	ZNF410	57862	GPL15207	TRUE	TRUE	57862	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ZNF410	1	11755306_x_at	ZNF410	57862	GPL15207	TRUE	TRUE	57862	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MEP1A	1	11755307_a_at	MEP1A	4224	GPL15207	TRUE	TRUE	4224	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
TMEM189	1	11755308_x_at	TMEM189	387521	GPL15207	TRUE	TRUE	387521	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
GLTSCR2	1	11755309_x_at	GLTSCR2	29997	GPL15207	TRUE	TRUE	29997	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ITGB1BP1	1	11755311_a_at	ITGB1BP1	9270	GPL15207	TRUE	TRUE	9270	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
FBXO25	1	11755312_a_at	FBXO25	26260	GPL15207	TRUE	TRUE	26260	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ZNF559	1	11755313_x_at	ZNF559	84527	GPL15207	TRUE	TRUE	84527	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
VARS2	1	11755314_x_at	VARS2	57176	GPL15207	TRUE	TRUE	57176	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
RNPEP	1	11755315_a_at	RNPEP	6051	GPL15207	TRUE	TRUE	6051	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
TMEM139	1	11755316_a_at	TMEM139	135932	GPL15207	TRUE	TRUE	135932	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CDK13	1	11755318_s_at	CDK13	8621	GPL15207	TRUE	TRUE	8621	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ANKRD13D	1	11755319_a_at	ANKRD13D	338692	GPL15207	TRUE	TRUE	338692	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ANKRD13D	1	11755320_x_at	ANKRD13D	338692	GPL15207	TRUE	TRUE	338692	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
POLR1B	1	11755321_x_at	POLR1B	84172	GPL15207	TRUE	TRUE	84172	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MBD1	1	11755322_a_at	MBD1	4152	GPL15207	TRUE	TRUE	4152	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MBD1	1	11755323_x_at	MBD1	4152	GPL15207	TRUE	TRUE	4152	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
NRXN3	1	11755324_a_at	NRXN3	9369	GPL15207	TRUE	TRUE	9369	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
NPTX1	1	11755325_s_at	NPTX1	4884	GPL15207	TRUE	TRUE	4884	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ABHD16A	1	11755326_x_at	ABHD16A	7920	GPL15207	TRUE	TRUE	7920	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
LOC154761	1	11755327_s_at	LOC154761	154761	GPL15207	TRUE	TRUE	154761	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
IKBKG	1	11755328_a_at	IKBKG	8517	GPL15207	TRUE	TRUE	8517	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
IKBKG	1	11755329_x_at	IKBKG	8517	GPL15207	TRUE	TRUE	8517	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TMEM129	1	11755330_a_at	TMEM129	92305	GPL15207	TRUE	TRUE	92305	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ANK2	1	11755331_a_at	ANK2	287	GPL15207	TRUE	TRUE	287	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
TJAP1	1	11755332_a_at	TJAP1	93643	GPL15207	TRUE	TRUE	93643	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
NFX1	1	11755333_a_at	NFX1	4799	GPL15207	TRUE	TRUE	4799	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TNPO2	1	11755334_s_at	TNPO2	30000	GPL15207	TRUE	TRUE	30000	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
C1orf21	1	11755335_a_at	C1orf21	81563	GPL15207	TRUE	TRUE	81563	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KRI1	1	11755336_a_at	KRI1	65095	GPL15207	TRUE	TRUE	65095	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ENPP2	1	11755337_a_at	ENPP2	5168	GPL15207	TRUE	TRUE	5168	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SPAG7	1	11755338_a_at	SPAG7	9552	GPL15207	TRUE	TRUE	9552	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ATRNL1	1	11755339_a_at	ATRNL1	26033	GPL15207	TRUE	TRUE	26033	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SPSB3	1	11755340_a_at	SPSB3	90864	GPL15207	TRUE	TRUE	90864	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
RPE	1	11755341_x_at	RPE	6120	GPL15207	TRUE	TRUE	6120	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
NOP56	1	11755342_x_at	NOP56	10528	GPL15207	TRUE	TRUE	10528	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SETMAR	1	11755343_s_at	SETMAR	6419	GPL15207	TRUE	TRUE	6419	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HLA-A	1	11755344_x_at	HLA-A	3105	GPL15207	TRUE	TRUE	3105	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
C9orf142	1	11755345_a_at	C9orf142	286257	GPL15207	TRUE	TRUE	286257	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ATP5O	1	11755346_x_at	ATP5O	539	GPL15207	TRUE	TRUE	539	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SAR1B	1	11755347_x_at	SAR1B	51128	GPL15207	TRUE	TRUE	51128	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CLCNKB	1	11755348_x_at	CLCNKB	1188	GPL15207	TRUE	TRUE	1188	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
GDPD3	1	11755349_a_at	GDPD3	79153	GPL15207	TRUE	TRUE	79153	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
XIRP1	1	11755350_a_at	XIRP1	165904	GPL15207	TRUE	TRUE	165904	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
TCF7	1	11755351_a_at	TCF7	6932	GPL15207	TRUE	TRUE	6932	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ZSCAN2	1	11755352_x_at	ZSCAN2	54993	GPL15207	TRUE	TRUE	54993	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MYO7B	1	11755353_a_at	MYO7B	4648	GPL15207	TRUE	TRUE	4648	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
RFNG	1	11755354_a_at	RFNG	5986	GPL15207	TRUE	TRUE	5986	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
RCSD1	1	11755355_s_at	RCSD1	92241	GPL15207	TRUE	TRUE	92241	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PSMF1	1	11755356_x_at	PSMF1	9491	GPL15207	TRUE	TRUE	9491	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ACO1	1	11755357_s_at	ACO1	48	GPL15207	TRUE	TRUE	48	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CPSF1	1	11755358_a_at	CPSF1	29894	GPL15207	TRUE	TRUE	29894	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PHACTR4	1	11755359_x_at	PHACTR4	65979	GPL15207	TRUE	TRUE	65979	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SLC38A10	1	11755360_a_at	SLC38A10	124565	GPL15207	TRUE	TRUE	124565	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
DET1	1	11755361_a_at	DET1	55070	GPL15207	TRUE	TRUE	55070	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
IFT172	1	11755362_a_at	IFT172	26160	GPL15207	TRUE	TRUE	26160	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
WDR91	1	11755363_a_at	WDR91	29062	GPL15207	TRUE	TRUE	29062	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MAMLD1	1	11755364_a_at	MAMLD1	10046	GPL15207	TRUE	TRUE	10046	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ERC1	1	11755365_a_at	ERC1	23085	GPL15207	TRUE	TRUE	23085	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SLC24A1	1	11755366_a_at	SLC24A1	9187	GPL15207	TRUE	TRUE	9187	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
DNAAF3	1	11755367_s_at	DNAAF3	352909	GPL15207	TRUE	TRUE	352909	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
MSH6	1	11755368_a_at	MSH6	2956	GPL15207	TRUE	TRUE	2956	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KDM5D	1	11755369_a_at	KDM5D	8284	GPL15207	TRUE	TRUE	8284	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
BZRAP1	1	11755370_x_at	BZRAP1	9256	GPL15207	TRUE	TRUE	9256	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ANKS3	1	11755371_x_at	ANKS3	124401	GPL15207	TRUE	TRUE	124401	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
DIP2A	1	11755372_x_at	DIP2A	23181	GPL15207	TRUE	TRUE	23181	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ECHDC2	1	11755373_x_at	ECHDC2	55268	GPL15207	TRUE	TRUE	55268	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HERC5	1	11755374_a_at	HERC5	51191	GPL15207	TRUE	TRUE	51191	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
DGKH	1	11755375_a_at	DGKH	160851	GPL15207	TRUE	TRUE	160851	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TTC12	1	11755376_a_at	TTC12	54970	GPL15207	TRUE	TRUE	54970	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
NARF	1	11755377_a_at	NARF	26502	GPL15207	TRUE	TRUE	26502	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
WNK2	1	11755378_x_at	WNK2	65268	GPL15207	TRUE	TRUE	65268	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SMPDL3B	1	11755379_a_at	SMPDL3B	27293	GPL15207	TRUE	TRUE	27293	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
WDR92	1	11755380_a_at	WDR92	116143	GPL15207	TRUE	TRUE	116143	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SEC24C	1	11755383_a_at	SEC24C	9632	GPL15207	TRUE	TRUE	9632	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
OSBP	1	11755384_s_at	OSBP	5007	GPL15207	TRUE	TRUE	5007	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
BTBD2	1	11755385_x_at	BTBD2	55643	GPL15207	TRUE	TRUE	55643	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HDC	1	11755386_a_at	HDC	3067	GPL15207	TRUE	TRUE	3067	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SACM1L	1	11755387_a_at	SACM1L	22908	GPL15207	TRUE	TRUE	22908	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
NTNG2	1	11755389_s_at	NTNG2	84628	GPL15207	TRUE	TRUE	84628	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
GAPVD1	1	11755390_a_at	GAPVD1	26130	GPL15207	TRUE	TRUE	26130	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
H2AFY	1	11755391_x_at	H2AFY	9555	GPL15207	TRUE	TRUE	9555	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SATB2	1	11755392_a_at	SATB2	23314	GPL15207	TRUE	TRUE	23314	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HHLA2	1	11755393_a_at	HHLA2	11148	GPL15207	TRUE	TRUE	11148	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ZNF575	1	11755394_a_at	ZNF575	284346	GPL15207	TRUE	TRUE	284346	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
REST	1	11755395_a_at	REST	5978	GPL15207	TRUE	TRUE	5978	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PLA2G15	1	11755396_a_at	PLA2G15	23659	GPL15207	TRUE	TRUE	23659	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HDAC9	1	11755397_a_at	HDAC9	9734	GPL15207	TRUE	TRUE	9734	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
USP43	1	11755398_a_at	USP43	124739	GPL15207	TRUE	TRUE	124739	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
COL18A1	1	11755399_a_at	COL18A1	80781	GPL15207	TRUE	TRUE	80781	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
STK39	1	11755400_s_at	STK39	27347	GPL15207	TRUE	TRUE	27347	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ZNF195	1	11755401_a_at	ZNF195	7748	GPL15207	TRUE	TRUE	7748	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ZNF195	1	11755402_x_at	ZNF195	7748	GPL15207	TRUE	TRUE	7748	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CHST9	1	11755403_a_at	CHST9	83539	GPL15207	TRUE	TRUE	83539	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PHF20	1	11755404_a_at	PHF20	51230	GPL15207	TRUE	TRUE	51230	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KIAA0226L	1	11755405_a_at	KIAA0226L	80183	GPL15207	TRUE	TRUE	80183	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
NPLOC4	1	11755406_x_at	NPLOC4	55666	GPL15207	TRUE	TRUE	55666	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
OR7A5	1	11755407_s_at	OR7A5	26659	GPL15207	TRUE	TRUE	26659	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
FAM199X	1	11755408_a_at	FAM199X	139231	GPL15207	TRUE	TRUE	139231	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
EP400	1	11755409_a_at	EP400	57634	GPL15207	TRUE	TRUE	57634	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KLC2	1	11755410_x_at	KLC2	64837	GPL15207	TRUE	TRUE	64837	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
IKBKB	1	11755411_a_at	IKBKB	3551	GPL15207	TRUE	TRUE	3551	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
IKBKB	1	11755412_x_at	IKBKB	3551	GPL15207	TRUE	TRUE	3551	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
DENND6B	1	11755413_a_at	DENND6B	414918	GPL15207	TRUE	TRUE	414918	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
PRG4	1	11755414_a_at	PRG4	10216	GPL15207	TRUE	TRUE	10216	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
EIF2B4	1	11755415_a_at	EIF2B4	8890	GPL15207	TRUE	TRUE	8890	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
BRCA1	1	11755416_x_at	BRCA1	672	GPL15207	TRUE	TRUE	672	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KIAA0922	1	11755417_a_at	KIAA0922	23240	GPL15207	TRUE	TRUE	23240	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
HTR2C	1	11755418_a_at	HTR2C	3358	GPL15207	TRUE	TRUE	3358	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
LRTM2	1	11755419_a_at	LRTM2	654429	GPL15207	TRUE	TRUE	654429	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KDM4B	1	11755420_a_at	KDM4B	23030	GPL15207	TRUE	TRUE	23030	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
LYSMD4	1	11755421_a_at	LYSMD4	145748	GPL15207	TRUE	TRUE	145748	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CD6	1	11755422_s_at	CD6	923	GPL15207	TRUE	TRUE	923	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CERS3	1	11755423_a_at	CERS3	204219	GPL15207	TRUE	TRUE	204219	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
HMOX2	1	11755424_a_at	HMOX2	3163	GPL15207	TRUE	TRUE	3163	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
FAM179B	1	11755425_a_at	FAM179B	23116	GPL15207	TRUE	TRUE	23116	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SEC61A1	1	11755426_x_at	SEC61A1	29927	GPL15207	TRUE	TRUE	29927	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
GUCY1A2	1	11755427_a_at	GUCY1A2	2977	GPL15207	TRUE	TRUE	2977	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
POLK	1	11755428_a_at	POLK	51426	GPL15207	TRUE	TRUE	51426	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KIAA1549	1	11755429_a_at	KIAA1549	57670	GPL15207	TRUE	TRUE	57670	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
C19orf25	1	11755430_a_at	C19orf25	148223	GPL15207	TRUE	TRUE	148223	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ANKRD34C	1	11755431_s_at	ANKRD34C	390616	GPL15207	TRUE	TRUE	390616	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
AGO1	1	11755432_a_at	AGO1	26523	GPL15207	TRUE	TRUE	26523	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
PRKACB	1	11755434_a_at	PRKACB	5567	GPL15207	TRUE	TRUE	5567	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
POLI	1	11755435_a_at	POLI	11201	GPL15207	TRUE	TRUE	11201	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ARID1A	1	11755436_x_at	ARID1A	8289	GPL15207	TRUE	TRUE	8289	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TCERG1	1	11755437_a_at	TCERG1	10915	GPL15207	TRUE	TRUE	10915	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PSG3	1	11755438_x_at	PSG3	5671	GPL15207	TRUE	TRUE	5671	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
UBAC2	1	11755439_x_at	UBAC2	337867	GPL15207	TRUE	TRUE	337867	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MED15	1	11755441_x_at	MED15	51586	GPL15207	TRUE	TRUE	51586	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
WHSC1L1	1	11755442_a_at	WHSC1L1	54904	GPL15207	TRUE	TRUE	54904	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MAOA	1	11755443_a_at	MAOA	4128	GPL15207	TRUE	TRUE	4128	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MCOLN3	1	11755444_a_at	MCOLN3	55283	GPL15207	TRUE	TRUE	55283	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ACTR8	1	11755445_a_at	ACTR8	93973	GPL15207	TRUE	TRUE	93973	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
OTOP3	1	11755447_a_at	OTOP3	347741	GPL15207	TRUE	TRUE	347741	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CAPRIN2	1	11755448_s_at	CAPRIN2	65981	GPL15207	TRUE	TRUE	65981	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
COL20A1	1	11755449_a_at	COL20A1	57642	GPL15207	TRUE	TRUE	57642	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ZNF608	1	11755450_a_at	ZNF608	57507	GPL15207	TRUE	TRUE	57507	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
