gene_symbol	n_entrez_per_symbol	probe_id	gene_symbol_raw	entrez_raw	platform	symbol_unique	entrez_unique	entrez_id	mapping_status	used_reliable	selected_highest_iqr_probe	used_shared_universe
HIST1H3G	1	11715100_at	HIST1H3G	8355	GPL13667	TRUE	TRUE	8355	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HIST1H3G	1	11715101_s_at	HIST1H3G	8355	GPL13667	TRUE	TRUE	8355	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HIST1H3G	1	11715102_x_at	HIST1H3G	8355	GPL13667	TRUE	TRUE	8355	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TNFAIP8L1	1	11715103_x_at	TNFAIP8L1	126282	GPL13667	TRUE	TRUE	126282	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
OTOP2	1	11715104_s_at	OTOP2	92736	GPL13667	TRUE	TRUE	92736	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
C17orf78	1	11715105_at	C17orf78	284099	GPL13667	TRUE	TRUE	284099	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CTAGE6	1	11715106_x_at	CTAGE6	340307	GPL13667	TRUE	TRUE	340307	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
	0	11715107_s_at	F8A1 /// F8A2 /// F8A3	474383 /// 474384 /// 8263	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
LOC285501	1	11715108_x_at	LOC285501	285501	GPL13667	TRUE	TRUE	285501	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
SAMD7	1	11715109_at	SAMD7	344658	GPL13667	TRUE	TRUE	344658	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ARRDC5	1	11715110_at	ARRDC5	645432	GPL13667	TRUE	TRUE	645432	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
	0	11715111_s_at	CGB /// CGB1 /// CGB2 /// CGB5 /// CGB7 /// CGB8	1082 /// 114335 /// 114336 /// 93659 /// 94027 /// 94115	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
C1orf173	1	11715112_at	C1orf173	127254	GPL13667	TRUE	TRUE	127254	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
FAM86C	1	11715113_x_at	FAM86C	55199	GPL13667	TRUE	TRUE	55199	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
FAM86C	1	11715114_x_at	FAM86C	55199	GPL13667	TRUE	TRUE	55199	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
HIST1H2BI	1	11715115_s_at	HIST1H2BI	8346	GPL13667	TRUE	TRUE	8346	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HIST1H4E	1	11715116_s_at	HIST1H4E	8367	GPL13667	TRUE	TRUE	8367	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HIST1H2AJ	1	11715117_x_at	HIST1H2AJ	8331	GPL13667	TRUE	TRUE	8331	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
HIST1H2BF	1	11715118_s_at	HIST1H2BF	8343	GPL13667	TRUE	TRUE	8343	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
C2CD4B	1	11715119_s_at	C2CD4B	388125	GPL13667	TRUE	TRUE	388125	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
HIST1H2BE	1	11715120_s_at	HIST1H2BE	8344	GPL13667	TRUE	TRUE	8344	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HIST1H3A	1	11715121_s_at	HIST1H3A	8350	GPL13667	TRUE	TRUE	8350	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
RAB3D	1	11715122_at	RAB3D	9545	GPL13667	TRUE	TRUE	9545	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PDZD9	1	11715123_s_at	PDZD9	255762	GPL13667	TRUE	TRUE	255762	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CACNG8	1	11715124_s_at	CACNG8	59283	GPL13667	TRUE	TRUE	59283	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MORC2	1	11715125_at	MORC2	22880	GPL13667	TRUE	TRUE	22880	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
HIST1H2BN	1	11715126_s_at	HIST1H2BN	8341	GPL13667	TRUE	TRUE	8341	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
GPR32	1	11715127_s_at	GPR32	2854	GPL13667	TRUE	TRUE	2854	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PCDHGB5	1	11715128_s_at	PCDHGB5	56101	GPL13667	TRUE	TRUE	56101	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ZNF600	1	11715129_s_at	ZNF600	162966	GPL13667	TRUE	TRUE	162966	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KRTAP6-2	1	11715130_s_at	KRTAP6-2	337967	GPL13667	TRUE	TRUE	337967	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KRTAP20-1	1	11715131_s_at	KRTAP20-1	337975	GPL13667	TRUE	TRUE	337975	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HIST1H2BH	1	11715132_x_at	HIST1H2BH	8345	GPL13667	TRUE	TRUE	8345	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PCDHGA1	1	11715133_s_at	PCDHGA1	56114	GPL13667	TRUE	TRUE	56114	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
GLIPR1L2	1	11715134_s_at	GLIPR1L2	144321	GPL13667	TRUE	TRUE	144321	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SNAPC5	1	11715135_s_at	SNAPC5	10302	GPL13667	TRUE	TRUE	10302	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
OR8U9	1	11715136_at	OR8U9	504190	GPL13667	TRUE	TRUE	504190	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
	0	11715137_s_at	SSX7 /// SSX9	280658 /// 280660	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
	0	11715138_s_at	CGB /// CGB1 /// CGB2 /// CGB5 /// CGB7 /// CGB8	1082 /// 114335 /// 114336 /// 93659 /// 94027 /// 94115	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
IFNA10	1	11715139_x_at	IFNA10	3446	GPL13667	TRUE	TRUE	3446	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PCDHA13	1	11715140_s_at	PCDHA13	56136	GPL13667	TRUE	TRUE	56136	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PCDHGB3	1	11715141_s_at	PCDHGB3	56102	GPL13667	TRUE	TRUE	56102	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
GSC2	1	11715142_s_at	GSC2	2928	GPL13667	TRUE	TRUE	2928	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
OR9Q2	1	11715143_s_at	OR9Q2	219957	GPL13667	TRUE	TRUE	219957	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KRTAP19-7	1	11715144_s_at	KRTAP19-7	337974	GPL13667	TRUE	TRUE	337974	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KRTAP20-2	1	11715145_s_at	KRTAP20-2	337976	GPL13667	TRUE	TRUE	337976	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SSX7	1	11715146_x_at	SSX7	280658	GPL13667	TRUE	TRUE	280658	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
C3orf15	1	11715147_at	C3orf15	89876	GPL13667	TRUE	TRUE	89876	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
HIST2H2AB	1	11715148_s_at	HIST2H2AB	317772	GPL13667	TRUE	TRUE	317772	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
HIST2H2AB	1	11715149_x_at	HIST2H2AB	317772	GPL13667	TRUE	TRUE	317772	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PCDHA4	1	11715150_s_at	PCDHA4	56144	GPL13667	TRUE	TRUE	56144	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PRB3	1	11715151_x_at	PRB3	5544	GPL13667	TRUE	TRUE	5544	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PCDHGB1	1	11715152_at	PCDHGB1	56104	GPL13667	TRUE	TRUE	56104	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PCDHGB1	1	11715153_s_at	PCDHGB1	56104	GPL13667	TRUE	TRUE	56104	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ZNF675	1	11715154_s_at	ZNF675	171392	GPL13667	TRUE	TRUE	171392	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
	0	11715155_s_at	TUBB4Q /// TUBB8 /// TUBBP5	347688 /// 56604 /// 643224	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
KRTAP6-1	1	11715156_s_at	KRTAP6-1	337966	GPL13667	TRUE	TRUE	337966	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KRTAP19-2	1	11715157_s_at	KRTAP19-2	337969	GPL13667	TRUE	TRUE	337969	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KRTAP19-4	1	11715158_s_at	KRTAP19-4	337971	GPL13667	TRUE	TRUE	337971	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SFT2D1	1	11715159_at	SFT2D1	113402	GPL13667	TRUE	TRUE	113402	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
LOC650293	1	11715160_x_at	LOC650293	650293	GPL13667	TRUE	TRUE	650293	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KRTAP21-2	1	11715161_s_at	KRTAP21-2	337978	GPL13667	TRUE	TRUE	337978	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HIST1H2AK	1	11715162_s_at	HIST1H2AK	8330	GPL13667	TRUE	TRUE	8330	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
DEFB128	1	11715163_s_at	DEFB128	245939	GPL13667	TRUE	TRUE	245939	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
IGLL3	1	11715164_s_at	IGLL3	91353	GPL13667	TRUE	TRUE	91353	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
DNAJC12	1	11715165_at	DNAJC12	56521	GPL13667	TRUE	TRUE	56521	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
DNAJC12	1	11715166_at	DNAJC12	56521	GPL13667	TRUE	TRUE	56521	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ARHGAP22	1	11715167_at	ARHGAP22	58504	GPL13667	TRUE	TRUE	58504	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
POU3F3	1	11715168_s_at	POU3F3	5455	GPL13667	TRUE	TRUE	5455	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PLEKHG2	1	11715169_at	PLEKHG2	64857	GPL13667	TRUE	TRUE	64857	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
HNRNPCL1	1	11715170_x_at	HNRNPCL1	343069	GPL13667	TRUE	TRUE	343069	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
DEPDC5	1	11715171_at	DEPDC5	9681	GPL13667	TRUE	TRUE	9681	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
DEPDC5	1	11715172_at	DEPDC5	9681	GPL13667	TRUE	TRUE	9681	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KRTAP10-12	1	11715173_s_at	KRTAP10-12	386685	GPL13667	TRUE	TRUE	386685	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KRTAP10-1	1	11715174_s_at	KRTAP10-1	386677	GPL13667	TRUE	TRUE	386677	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KRTAP10-3	1	11715175_x_at	KRTAP10-3	386682	GPL13667	TRUE	TRUE	386682	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
TDRKH	1	11715176_at	TDRKH	11022	GPL13667	TRUE	TRUE	11022	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TDRKH	1	11715177_s_at	TDRKH	11022	GPL13667	TRUE	TRUE	11022	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
OR2A14	1	11715178_s_at	OR2A14	135941	GPL13667	TRUE	TRUE	135941	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KRTAP19-1	1	11715179_s_at	KRTAP19-1	337882	GPL13667	TRUE	TRUE	337882	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11715180_s_at	CGB1 /// CGB2	114335 /// 114336	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
KRTAP10-9	1	11715181_x_at	KRTAP10-9	386676	GPL13667	TRUE	TRUE	386676	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
FAM86C	1	11715182_x_at	FAM86C	55199	GPL13667	TRUE	TRUE	55199	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
ZNF391	1	11715183_s_at	ZNF391	346157	GPL13667	TRUE	TRUE	346157	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
RPL38	1	11715184_x_at	RPL38	6169	GPL13667	TRUE	TRUE	6169	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PRB1	1	11715185_x_at	PRB1	5542	GPL13667	TRUE	TRUE	5542	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PRB1	1	11715186_x_at	PRB1	5542	GPL13667	TRUE	TRUE	5542	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PRB1	1	11715187_x_at	PRB1	5542	GPL13667	TRUE	TRUE	5542	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
H3F3C	1	11715188_at	H3F3C	440093	GPL13667	TRUE	TRUE	440093	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
	0	11715189_s_at	H3F3B /// H3F3C	3021 /// 440093	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
C7orf46	1	11715190_s_at	C7orf46	340277	GPL13667	TRUE	TRUE	340277	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
C7orf46	1	11715191_s_at	C7orf46	340277	GPL13667	TRUE	TRUE	340277	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
C7orf46	1	11715192_s_at	C7orf46	340277	GPL13667	TRUE	TRUE	340277	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
UNCX	1	11715193_s_at	UNCX	340260	GPL13667	TRUE	TRUE	340260	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ZNF835	1	11715194_s_at	ZNF835	90485	GPL13667	TRUE	TRUE	90485	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
IMPACT	1	11715195_at	IMPACT	55364	GPL13667	TRUE	TRUE	55364	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
TMEM211	1	11715196_s_at	TMEM211	255349	GPL13667	TRUE	TRUE	255349	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PYGO1	1	11715197_s_at	PYGO1	26108	GPL13667	TRUE	TRUE	26108	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11715198_s_at	DUX4 /// LOC441056 /// LOC653543 /// LOC653544 /// LOC653545 /// LOC653548 /// LOC728410	22947 /// 441056 /// 653543 /// 653544 /// 653545 /// 653548 /// 728410	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
	0	11715199_s_at	DUX4 /// LOC441056 /// LOC653543 /// LOC653544 /// LOC653545 /// LOC653548 /// LOC728410	22947 /// 441056 /// 653543 /// 653544 /// 653545 /// 653548 /// 728410	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
	0	11715200_s_at	DUX4 /// LOC441056 /// LOC653543 /// LOC653544 /// LOC653545 /// LOC653548 /// LOC728410	22947 /// 441056 /// 653543 /// 653544 /// 653545 /// 653548 /// 728410	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
	0	11715201_s_at	DUX4 /// LOC441056 /// LOC653543 /// LOC653544 /// LOC653545 /// LOC653548 /// LOC728410	22947 /// 441056 /// 653543 /// 653544 /// 653545 /// 653548 /// 728410	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
TCEAL1	1	11715202_s_at	TCEAL1	9338	GPL13667	TRUE	TRUE	9338	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ATP13A5	1	11715203_s_at	ATP13A5	344905	GPL13667	TRUE	TRUE	344905	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HIST2H2AC	1	11715204_x_at	HIST2H2AC	8338	GPL13667	TRUE	TRUE	8338	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PSG4	1	11715205_x_at	PSG4	5672	GPL13667	TRUE	TRUE	5672	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PSG4	1	11715206_x_at	PSG4	5672	GPL13667	TRUE	TRUE	5672	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
WDFY4	1	11715207_at	WDFY4	57705	GPL13667	TRUE	TRUE	57705	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CLCN6	1	11715208_s_at	CLCN6	1185	GPL13667	TRUE	TRUE	1185	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SCAND1	1	11715209_s_at	SCAND1	51282	GPL13667	TRUE	TRUE	51282	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PNMAL1	1	11715210_s_at	PNMAL1	55228	GPL13667	TRUE	TRUE	55228	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ZNF680	1	11715211_s_at	ZNF680	340252	GPL13667	TRUE	TRUE	340252	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SCAND1	1	11715212_x_at	SCAND1	51282	GPL13667	TRUE	TRUE	51282	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11715213_s_at	DUX1 /// DUX3 /// DUX5	26581 /// 26582 /// 26584	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
MARK4	1	11715214_at	MARK4	57787	GPL13667	TRUE	TRUE	57787	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
GRK7	1	11715215_s_at	GRK7	131890	GPL13667	TRUE	TRUE	131890	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
UGT2B28	1	11715216_s_at	UGT2B28	54490	GPL13667	TRUE	TRUE	54490	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MOGAT2	1	11715217_s_at	MOGAT2	80168	GPL13667	TRUE	TRUE	80168	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
FAM127A	1	11715218_s_at	FAM127A	8933	GPL13667	TRUE	TRUE	8933	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
HIST1H2AI	1	11715219_s_at	HIST1H2AI	8329	GPL13667	TRUE	TRUE	8329	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
C2orf44	1	11715220_s_at	C2orf44	80304	GPL13667	TRUE	TRUE	80304	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
NSUN5	1	11715221_x_at	NSUN5	55695	GPL13667	TRUE	TRUE	55695	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MAGI3	1	11715222_at	MAGI3	260425	GPL13667	TRUE	TRUE	260425	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
RNASE8	1	11715223_s_at	RNASE8	122665	GPL13667	TRUE	TRUE	122665	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ACOXL	1	11715224_s_at	ACOXL	55289	GPL13667	TRUE	TRUE	55289	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
VPS54	1	11715225_s_at	VPS54	51542	GPL13667	TRUE	TRUE	51542	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PCDHA6	1	11715226_s_at	PCDHA6	56142	GPL13667	TRUE	TRUE	56142	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PCDHA7	1	11715227_s_at	PCDHA7	56141	GPL13667	TRUE	TRUE	56141	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
OSTBETA	1	11715228_s_at	OSTBETA	123264	GPL13667	TRUE	TRUE	123264	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
GRIP2	1	11715229_s_at	GRIP2	80852	GPL13667	TRUE	TRUE	80852	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PARD6A	1	11715230_s_at	PARD6A	50855	GPL13667	TRUE	TRUE	50855	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
RPL36	1	11715231_x_at	RPL36	25873	GPL13667	TRUE	TRUE	25873	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
RPL36	1	11715232_x_at	RPL36	25873	GPL13667	TRUE	TRUE	25873	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
C21orf56	1	11715233_s_at	C21orf56	84221	GPL13667	TRUE	TRUE	84221	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
UCN	1	11715234_s_at	UCN	7349	GPL13667	TRUE	TRUE	7349	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
UQCRHL	1	11715235_x_at	UQCRHL	440567	GPL13667	TRUE	TRUE	440567	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PCDHGA12	1	11715236_s_at	PCDHGA12	26025	GPL13667	TRUE	TRUE	26025	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
RPL9	1	11715237_s_at	RPL9	6133	GPL13667	TRUE	TRUE	6133	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
RPL9	1	11715238_x_at	RPL9	6133	GPL13667	TRUE	TRUE	6133	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
IFITM3	1	11715239_x_at	IFITM3	10410	GPL13667	TRUE	TRUE	10410	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ZNF184	1	11715240_at	ZNF184	7738	GPL13667	TRUE	TRUE	7738	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
LCE1D	1	11715241_s_at	LCE1D	353134	GPL13667	TRUE	TRUE	353134	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
LCE3D	1	11715242_s_at	LCE3D	84648	GPL13667	TRUE	TRUE	84648	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
LCE1F	1	11715243_x_at	LCE1F	353137	GPL13667	TRUE	TRUE	353137	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
LCE1A	1	11715244_x_at	LCE1A	353131	GPL13667	TRUE	TRUE	353131	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
IGLL1	1	11715245_s_at	IGLL1	3543	GPL13667	TRUE	TRUE	3543	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
BAI1	1	11715246_x_at	BAI1	575	GPL13667	TRUE	TRUE	575	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
DEPDC5	1	11715247_s_at	DEPDC5	9681	GPL13667	TRUE	TRUE	9681	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CRISP2	1	11715248_s_at	CRISP2	7180	GPL13667	TRUE	TRUE	7180	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MAGEA12	1	11715249_s_at	MAGEA12	4111	GPL13667	TRUE	TRUE	4111	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
C5orf36	1	11715250_s_at	C5orf36	285600	GPL13667	TRUE	TRUE	285600	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
CHST7	1	11715251_at	CHST7	56548	GPL13667	TRUE	TRUE	56548	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
