gene_symbol	entrez_id_a	entrez_id_n	entrez_agreement
CETN2	1069	1069	TRUE
CETN3	1070	1070	TRUE
CETP	1071	1071	TRUE
CFB	629	629	TRUE
CFD	1675	1675	TRUE
CFDP1	10428	10428	TRUE
CFH	3075	3075	TRUE
CFHR2	3080	3080	TRUE
CFHR3	10878	10878	TRUE
CFHR4	10877	10877	TRUE
CFHR5	81494	81494	TRUE
CFI	3426	3426	TRUE
CFL1	1072	1072	TRUE
CFL2	1073	1073	TRUE
CFLAR	8837	8837	TRUE
CFP	5199	5199	TRUE
CFTR	1080	1080	TRUE
CGA	1081	1081	TRUE
CGB1	114335	114335	TRUE
CGGBP1	8545	8545	TRUE
CGN	57530	57530	TRUE
CGNL1	84952	84952	TRUE
CGREF1	10669	10669	TRUE
CGRRF1	10668	10668	TRUE
CH25H	9023	9023	TRUE
CHAC1	79094	79094	TRUE
CHAC2	494143	494143	TRUE
CHAD	1101	1101	TRUE
CHADL	150356	150356	TRUE
CHAF1A	10036	10036	TRUE
CHAF1B	8208	8208	TRUE
CHAT	1103	1103	TRUE
CHCHD1	118487	118487	TRUE
CHCHD10	400916	400916	TRUE
CHCHD2	51142	51142	TRUE
CHCHD3	54927	54927	TRUE
CHCHD4	131474	131474	TRUE
CHCHD5	84269	84269	TRUE
CHCHD6	84303	84303	TRUE
CHCHD7	79145	79145	TRUE
CHD1	1105	1105	TRUE
CHD1L	9557	9557	TRUE
CHD2	1106	1106	TRUE
CHD3	1107	1107	TRUE
CHD4	1108	1108	TRUE
CHD5	26038	26038	TRUE
CHD6	84181	84181	TRUE
CHD7	55636	55636	TRUE
CHD8	57680	57680	TRUE
CHD9	80205	80205	TRUE
CHDH	55349	55349	TRUE
CHEK1	1111	1111	TRUE
CHEK2	11200	11200	TRUE
CHERP	10523	10523	TRUE
CHFR	55743	55743	TRUE
CHGA	1113	1113	TRUE
CHGB	1114	1114	TRUE
CHI3L1	1116	1116	TRUE
CHI3L2	1117	1117	TRUE
CHIA	27159	27159	TRUE
CHIC1	53344	53344	TRUE
CHIC2	26511	26511	TRUE
CHID1	66005	66005	TRUE
CHIT1	1118	1118	TRUE
CHKA	1119	1119	TRUE
CHL1	10752	10752	TRUE
CHM	1121	1121	TRUE
CHML	1122	1122	TRUE
CHMP1A	5119	5119	TRUE
CHMP1B	57132	57132	TRUE
CHMP2A	27243	27243	TRUE
CHMP2B	25978	25978	TRUE
CHMP4A	29082	29082	TRUE
CHMP4B	128866	128866	TRUE
CHMP4C	92421	92421	TRUE
CHMP5	51510	51510	TRUE
CHMP6	79643	79643	TRUE
CHMP7	91782	91782	TRUE
CHN1	1123	1123	TRUE
CHN2	1124	1124	TRUE
CHODL	140578	140578	TRUE
CHORDC1	26973	26973	TRUE
CHP2	63928	63928	TRUE
CHPF	79586	79586	TRUE
CHPF2	54480	54480	TRUE
CHPT1	56994	56994	TRUE
CHRAC1	54108	54108	TRUE
CHRD	8646	8646	TRUE
CHRDL1	91851	91851	TRUE
CHRDL2	25884	25884	TRUE
CHRM1	1128	1128	TRUE
CHRM2	1129	1129	TRUE
CHRM3	1131	1131	TRUE
CHRM4	1132	1132	TRUE
CHRM5	1133	1133	TRUE
CHRNA1	1134	1134	TRUE
CHRNA10	57053	57053	TRUE
CHRNA2	1135	1135	TRUE
CHRNA3	1136	1136	TRUE
CHRNA5	1138	1138	TRUE
CHRNA6	8973	8973	TRUE
CHRNA9	55584	55584	TRUE
CHRNB1	1140	1140	TRUE
CHRNB2	1141	1141	TRUE
CHRNB3	1142	1142	TRUE
CHRNB4	1143	1143	TRUE
CHRND	1144	1144	TRUE
CHRNE	1145	1145	TRUE
CHRNG	1146	1146	TRUE
CHST1	8534	8534	TRUE
CHST10	9486	9486	TRUE
CHST11	50515	50515	TRUE
CHST13	166012	166012	TRUE
CHST14	113189	113189	TRUE
CHST15	51363	51363	TRUE
CHST2	9435	9435	TRUE
CHST3	9469	9469	TRUE
CHST4	10164	10164	TRUE
CHST5	23563	23563	TRUE
CHST6	4166	4166	TRUE
CHST7	56548	56548	TRUE
CHST8	64377	64377	TRUE
CHST9	83539	83539	TRUE
CHSY1	22856	22856	TRUE
CHSY3	337876	337876	TRUE
CHTF18	63922	63922	TRUE
CHTF8	54921	54921	TRUE
CHUK	1147	1147	TRUE
CHURC1	91612	91612	TRUE
CIAO1	9391	9391	TRUE
CIAPIN1	57019	57019	TRUE
CIB1	10519	10519	TRUE
CIB2	10518	10518	TRUE
CIB3	117286	117286	TRUE
CIB4	130106	130106	TRUE
CIC	23152	23152	TRUE
CIDEA	1149	1149	TRUE
CIDEB	27141	27141	TRUE
CIDEC	63924	63924	TRUE
CIITA	4261	4261	TRUE
CILP	8483	8483	TRUE
CILP2	148113	148113	TRUE
CINP	51550	51550	TRUE
CIR1	9541	9541	TRUE
CIRBP	1153	1153	TRUE
CISD1	55847	55847	TRUE
CISD2	493856	493856	TRUE
CISD3	284106	284106	TRUE
CISH	1154	1154	TRUE
CIT	11113	11113	TRUE
CITED1	4435	4435	TRUE
CITED2	10370	10370	TRUE
CITED4	163732	163732	TRUE
CIZ1	25792	25792	TRUE
CKAP2	26586	26586	TRUE
CKAP2L	150468	150468	TRUE
CKAP4	10970	10970	TRUE
CKAP5	9793	9793	TRUE
CKB	1152	1152	TRUE
CKM	1158	1158	TRUE
CKMT1B	1159	1159	TRUE
CKMT2	1160	1160	TRUE
CKS1B	1163	1163	TRUE
CKS2	1164	1164	TRUE
CLASP1	23332	23332	TRUE
CLASP2	23122	23122	TRUE
CLC	1178	1178	TRUE
CLCA1	1179	1179	TRUE
CLCA2	9635	9635	TRUE
CLCA3P	9629	9629	TRUE
CLCA4	22802	22802	TRUE
CLCC1	23155	23155	TRUE
CLCF1	23529	23529	TRUE
CLCN1	1180	1180	TRUE
CLCN2	1181	1181	TRUE
CLCN3	1182	1182	TRUE
CLCN4	1183	1183	TRUE
CLCN5	1184	1184	TRUE
CLCN6	1185	1185	TRUE
CLCN7	1186	1186	TRUE
CLCNKA	1187	1187	TRUE
CLCNKB	1188	1188	TRUE
CLDN1	9076	9076	TRUE
CLDN10	9071	9071	TRUE
CLDN11	5010	5010	TRUE
CLDN12	9069	9069	TRUE
CLDN14	23562	23562	TRUE
CLDN15	24146	24146	TRUE
CLDN16	10686	10686	TRUE
CLDN17	26285	26285	TRUE
CLDN18	51208	51208	TRUE
CLDN19	149461	149461	TRUE
CLDN2	9075	9075	TRUE
CLDN20	49861	49861	TRUE
CLDN22	53842	53842	TRUE
CLDN23	137075	137075	TRUE
CLDN25	644672	644672	TRUE
CLDN3	1365	1365	TRUE
CLDN4	1364	1364	TRUE
CLDN5	7122	7122	TRUE
CLDN6	9074	9074	TRUE
CLDN7	1366	1366	TRUE
CLDN8	9073	9073	TRUE
CLDN9	9080	9080	TRUE
CLDND1	56650	56650	TRUE
CLDND2	125875	125875	TRUE
CLEC10A	10462	10462	TRUE
CLEC11A	6320	6320	TRUE
CLEC12A	160364	160364	TRUE
CLEC12B	387837	387837	TRUE
CLEC14A	161198	161198	TRUE
CLEC16A	23274	23274	TRUE
CLEC17A	388512	388512	TRUE
CLEC18B	497190	497190	TRUE
CLEC1A	51267	51267	TRUE
CLEC1B	51266	51266	TRUE
CLEC2A	387836	387836	TRUE
CLEC2B	9976	9976	TRUE
CLEC2D	29121	29121	TRUE
CLEC2L	154790	154790	TRUE
CLEC3A	10143	10143	TRUE
CLEC4A	50856	50856	TRUE
CLEC4C	170482	170482	TRUE
CLEC4D	338339	338339	TRUE
CLEC4E	26253	26253	TRUE
CLEC4F	165530	165530	TRUE
CLEC4G	339390	339390	TRUE
CLEC4M	10332	10332	TRUE
CLEC5A	23601	23601	TRUE
CLEC6A	93978	93978	TRUE
CLEC7A	64581	64581	TRUE
CLEC9A	283420	283420	TRUE
CLECL1	160365	160365	TRUE
CLGN	1047	1047	TRUE
CLIC1	1192	1192	TRUE
CLIC2	1193	1193	TRUE
CLIC3	9022	9022	TRUE
CLIC4	25932	25932	TRUE
CLIC5	53405	53405	TRUE
CLIC6	54102	54102	TRUE
CLINT1	9685	9685	TRUE
CLIP1	6249	6249	TRUE
CLIP2	7461	7461	TRUE
CLIP3	25999	25999	TRUE
CLIP4	79745	79745	TRUE
CLK1	1195	1195	TRUE
CLK2	1196	1196	TRUE
CLK3	1198	1198	TRUE
CLK4	57396	57396	TRUE
CLLU1	574028	574028	TRUE
CLLU1OS	574016	574016	TRUE
CLMN	79789	79789	TRUE
CLN3	1201	1201	TRUE
CLN5	1203	1203	TRUE
CLN6	54982	54982	TRUE
CLN8	2055	2055	TRUE
CLNK	116449	116449	TRUE
CLNS1A	1207	1207	TRUE
CLOCK	9575	9575	TRUE
CLP1	10978	10978	TRUE
CLPB	81570	81570	TRUE
CLPP	8192	8192	TRUE
CLPS	1208	1208	TRUE
CLPTM1	1209	1209	TRUE
CLPTM1L	81037	81037	TRUE
CLPX	10845	10845	TRUE
CLRN1	7401	7401	TRUE
CLRN2	645104	645104	TRUE
CLRN3	119467	119467	TRUE
CLSPN	63967	63967	TRUE
CLSTN1	22883	22883	TRUE
CLSTN2	64084	64084	TRUE
CLSTN3	9746	9746	TRUE
CLTA	1211	1211	TRUE
CLTB	1212	1212	TRUE
CLTC	1213	1213	TRUE
CLTCL1	8218	8218	TRUE
CLU	1191	1191	TRUE
CLUAP1	23059	23059	TRUE
CLUL1	27098	27098	TRUE
CLVS1	157807	157807	TRUE
CLVS2	134829	134829	TRUE
CLYBL	171425	171425	TRUE
CMA1	1215	1215	TRUE
CMAS	55907	55907	TRUE
CMBL	134147	134147	TRUE
CMC1	152100	152100	TRUE
CMIP	80790	80790	TRUE
CMKLR1	1240	1240	TRUE
CMPK1	51727	51727	TRUE
CMPK2	129607	129607	TRUE
CMTM1	113540	113540	TRUE
CMTM2	146225	146225	TRUE
CMTM3	123920	123920	TRUE
CMTM4	146223	146223	TRUE
CMTM5	116173	116173	TRUE
CMTM6	54918	54918	TRUE
CMTM7	112616	112616	TRUE
CMTM8	152189	152189	TRUE
CMYA5	202333	202333	TRUE
CNBD1	168975	168975	TRUE
CNBP	7555	7555	TRUE
CNDP1	84735	84735	TRUE
CNDP2	55748	55748	TRUE
CNFN	84518	84518	TRUE
CNGA1	1259	1259	TRUE
CNGA2	1260	1260	TRUE
CNGA3	1261	1261	TRUE
CNGA4	1262	1262	TRUE
CNGB1	1258	1258	TRUE
CNGB3	54714	54714	TRUE
CNIH2	254263	254263	TRUE
CNIH3	149111	149111	TRUE
CNIH4	29097	29097	TRUE
CNKSR1	10256	10256	TRUE
CNKSR2	22866	22866	TRUE
CNKSR3	154043	154043	TRUE
CNN1	1264	1264	TRUE
CNN2	1265	1265	TRUE
CNN3	1266	1266	TRUE
CNNM1	26507	26507	TRUE
CNNM2	54805	54805	TRUE
CNNM3	26505	26505	TRUE
CNNM4	26504	26504	TRUE
CNOT1	23019	23019	TRUE
CNOT10	25904	25904	TRUE
CNOT2	4848	4848	TRUE
CNOT3	4849	4849	TRUE
CNOT4	4850	4850	TRUE
CNOT6	57472	57472	TRUE
CNOT6L	246175	246175	TRUE
CNOT7	29883	29883	TRUE
CNOT8	9337	9337	TRUE
CNP	1267	1267	TRUE
CNPY1	285888	285888	TRUE
CNPY2	10330	10330	TRUE
CNPY3	10695	10695	TRUE
CNPY4	245812	245812	TRUE
CNR1	1268	1268	TRUE
CNR2	1269	1269	TRUE
CNRIP1	25927	25927	TRUE
CNST	163882	163882	TRUE
CNTD1	124817	124817	TRUE
CNTD2	79935	79935	TRUE
CNTFR	1271	1271	TRUE
CNTLN	54875	54875	TRUE
CNTN1	1272	1272	TRUE
CNTN2	6900	6900	TRUE
CNTN3	5067	5067	TRUE
CNTN4	152330	152330	TRUE
CNTN5	53942	53942	TRUE
CNTN6	27255	27255	TRUE
CNTNAP1	8506	8506	TRUE
CNTNAP2	26047	26047	TRUE
CNTNAP3	79937	79937	TRUE
CNTNAP4	85445	85445	TRUE
CNTNAP5	129684	129684	TRUE
CNTROB	116840	116840	TRUE
COASY	80347	80347	TRUE
COBL	23242	23242	TRUE
COBLL1	22837	22837	TRUE
COCH	1690	1690	TRUE
COG1	9382	9382	TRUE
COG2	22796	22796	TRUE
COG3	83548	83548	TRUE
COG4	25839	25839	TRUE
COG5	10466	10466	TRUE
COG6	57511	57511	TRUE
COG7	91949	91949	TRUE
COIL	8161	8161	TRUE
COL10A1	1300	1300	TRUE
COL11A1	1301	1301	TRUE
COL11A2	1302	1302	TRUE
COL12A1	1303	1303	TRUE
COL13A1	1305	1305	TRUE
COL14A1	7373	7373	TRUE
COL15A1	1306	1306	TRUE
COL16A1	1307	1307	TRUE
COL17A1	1308	1308	TRUE
COL18A1	80781	80781	TRUE
COL19A1	1310	1310	TRUE
COL1A1	1277	1277	TRUE
COL1A2	1278	1278	TRUE
COL20A1	57642	57642	TRUE
COL21A1	81578	81578	TRUE
COL22A1	169044	169044	TRUE
COL23A1	91522	91522	TRUE
COL24A1	255631	255631	TRUE
COL25A1	84570	84570	TRUE
COL27A1	85301	85301	TRUE
COL28A1	340267	340267	TRUE
COL2A1	1280	1280	TRUE
COL3A1	1281	1281	TRUE
COL4A1	1282	1282	TRUE
COL4A2	1284	1284	TRUE
COL4A3	1285	1285	TRUE
COL4A3BP	10087	10087	TRUE
COL4A4	1286	1286	TRUE
COL4A5	1287	1287	TRUE
COL4A6	1288	1288	TRUE
COL5A1	1289	1289	TRUE
COL5A2	1290	1290	TRUE
COL5A3	50509	50509	TRUE
COL6A1	1291	1291	TRUE
COL6A2	1292	1292	TRUE
COL6A3	1293	1293	TRUE
COL6A6	131873	131873	TRUE
COL7A1	1294	1294	TRUE
COL8A1	1295	1295	TRUE
COL8A2	1296	1296	TRUE
COL9A1	1297	1297	TRUE
COL9A2	1298	1298	TRUE
COL9A3	1299	1299	TRUE
COLEC10	10584	10584	TRUE
COLEC11	78989	78989	TRUE
COLEC12	81035	81035	TRUE
COLQ	8292	8292	TRUE
COMMD1	150684	150684	TRUE
COMMD10	51397	51397	TRUE
COMMD2	51122	51122	TRUE
COMMD3	23412	23412	TRUE
COMMD4	54939	54939	TRUE
COMMD5	28991	28991	TRUE
COMMD6	170622	170622	TRUE
COMMD7	149951	149951	TRUE
COMMD8	54951	54951	TRUE
COMMD9	29099	29099	TRUE
COMP	1311	1311	TRUE
COMT	1312	1312	TRUE
COMTD1	118881	118881	TRUE
COPA	1314	1314	TRUE
COPB1	1315	1315	TRUE
COPB2	9276	9276	TRUE
COPE	11316	11316	TRUE
COPG2	26958	26958	TRUE
COPS2	9318	9318	TRUE
COPS3	8533	8533	TRUE
COPS4	51138	51138	TRUE
COPS5	10987	10987	TRUE
COPS6	10980	10980	TRUE
COPS7A	50813	50813	TRUE
COPS7B	64708	64708	TRUE
COPS8	10920	10920	TRUE
COPZ1	22818	22818	TRUE
COPZ2	51226	51226	TRUE
COQ10A	93058	93058	TRUE
COQ10B	80219	80219	TRUE
COQ2	27235	27235	TRUE
COQ3	51805	51805	TRUE
COQ4	51117	51117	TRUE
COQ5	84274	84274	TRUE
COQ6	51004	51004	TRUE
COQ7	10229	10229	TRUE
COQ9	57017	57017	TRUE
CORIN	10699	10699	TRUE
CORO1A	11151	11151	TRUE
CORO1B	57175	57175	TRUE
CORO1C	23603	23603	TRUE
CORO2A	7464	7464	TRUE
CORO2B	10391	10391	TRUE
CORO6	84940	84940	TRUE
CORO7	79585	79585	TRUE
CORT	1325	1325	TRUE
COTL1	23406	23406	TRUE
COX10	1352	1352	TRUE
COX11	1353	1353	TRUE
COX15	1355	1355	TRUE
COX16	51241	51241	TRUE
COX17	10063	10063	TRUE
COX18	285521	285521	TRUE
COX19	90639	90639	TRUE
COX4I1	1327	1327	TRUE
COX4I2	84701	84701	TRUE
COX5A	9377	9377	TRUE
COX5B	1329	1329	TRUE
COX6A1	1337	1337	TRUE
COX6A2	1339	1339	TRUE
COX6B1	1340	1340	TRUE
COX6B2	125965	125965	TRUE
COX6C	1345	1345	TRUE
COX7A1	1346	1346	TRUE
COX7A2	1347	1347	TRUE
COX7A2L	9167	9167	TRUE
COX7B	1349	1349	TRUE
COX7B2	170712	170712	TRUE
COX7C	1350	1350	TRUE
COX8A	1351	1351	TRUE
COX8C	341947	341947	TRUE
CP	1356	1356	TRUE
CPA1	1357	1357	TRUE
CPA2	1358	1358	TRUE
CPA3	1359	1359	TRUE
CPA4	51200	51200	TRUE
CPA5	93979	93979	TRUE
CPA6	57094	57094	TRUE
CPAMD8	27151	27151	TRUE
CPB1	1360	1360	TRUE
CPB2	1361	1361	TRUE
CPD	1362	1362	TRUE
CPE	1363	1363	TRUE
CPEB1	64506	64506	TRUE
CPEB2	132864	132864	TRUE
CPEB3	22849	22849	TRUE
CPEB4	80315	80315	TRUE
CPLX1	10815	10815	TRUE
CPLX2	10814	10814	TRUE
CPLX4	339302	339302	TRUE
CPM	1368	1368	TRUE
CPN1	1369	1369	TRUE
CPN2	1370	1370	TRUE
CPNE1	8904	8904	TRUE
CPNE2	221184	221184	TRUE
CPNE3	8895	8895	TRUE
CPNE4	131034	131034	TRUE
CPNE5	57699	57699	TRUE
CPNE6	9362	9362	TRUE
CPNE7	27132	27132	TRUE
CPNE8	144402	144402	TRUE
CPNE9	151835	151835	TRUE
CPO	130749	130749	TRUE
CPOX	1371	1371	TRUE
CPPED1	55313	55313	TRUE
CPS1	1373	1373	TRUE
CPSF1	29894	29894	TRUE
CPSF2	53981	53981	TRUE
CPSF3	51692	51692	TRUE
CPSF3L	54973	54973	TRUE
CPSF4	10898	10898	TRUE
CPSF4L	642843	642843	TRUE
CPSF6	11052	11052	TRUE
CPSF7	79869	79869	TRUE
CPT1A	1374	1374	TRUE
CPT1C	126129	126129	TRUE
CPT2	1376	1376	TRUE
CPVL	54504	54504	TRUE
CPXCR1	53336	53336	TRUE
CPXM1	56265	56265	TRUE
CPXM2	119587	119587	TRUE
CR1	1378	1378	TRUE
CR1L	1379	1379	TRUE
CR2	1380	1380	TRUE
CRABP1	1381	1381	TRUE
CRABP2	1382	1382	TRUE
CRADD	8738	8738	TRUE
CRAT	1384	1384	TRUE
CRB1	23418	23418	TRUE
CRB2	286204	286204	TRUE
CRB3	92359	92359	TRUE
CRBN	51185	51185	TRUE
CRCP	27297	27297	TRUE
CRCT1	54544	54544	TRUE
CREB1	1385	1385	TRUE
CREB3	10488	10488	TRUE
CREB3L1	90993	90993	TRUE
CREB3L2	64764	64764	TRUE
CREB3L3	84699	84699	TRUE
CREB3L4	148327	148327	TRUE
CREB5	9586	9586	TRUE
CREBBP	1387	1387	TRUE
CREBL2	1389	1389	TRUE
CREBZF	58487	58487	TRUE
CREG1	8804	8804	TRUE
CREG2	200407	200407	TRUE
CRELD1	78987	78987	TRUE
CRELD2	79174	79174	TRUE
CREM	1390	1390	TRUE
CRH	1392	1392	TRUE
CRHBP	1393	1393	TRUE
CRHR2	1395	1395	TRUE
CRIM1	51232	51232	TRUE
CRIP1	1396	1396	TRUE
CRIP2	1397	1397	TRUE
CRIP3	401262	401262	TRUE
CRIPT	9419	9419	TRUE
CRISP1	167	167	TRUE
CRISP2	7180	7180	TRUE
CRISP3	10321	10321	TRUE
CRISPLD1	83690	83690	TRUE
CRISPLD2	83716	83716	TRUE
CRK	1398	1398	TRUE
CRKL	1399	1399	TRUE
CRLF1	9244	9244	TRUE
CRLF2	64109	64109	TRUE
CRLF3	51379	51379	TRUE
CRLS1	54675	54675	TRUE
CRMP1	1400	1400	TRUE
CRNDE	643911	643911	TRUE
CRNKL1	51340	51340	TRUE
CRNN	49860	49860	TRUE
CROCC	9696	9696	TRUE
CROT	54677	54677	TRUE
CRP	1401	1401	TRUE
CRTAC1	55118	55118	TRUE
CRTAM	56253	56253	TRUE
CRTAP	10491	10491	TRUE
CRTC1	23373	23373	TRUE
CRTC2	200186	200186	TRUE
CRTC3	64784	64784	TRUE
CRX	1406	1406	TRUE
CRY1	1407	1407	TRUE
CRY2	1408	1408	TRUE
CRYAB	1410	1410	TRUE
CRYBA1	1411	1411	TRUE
CRYBA2	1412	1412	TRUE
CRYBA4	1413	1413	TRUE
CRYBB1	1414	1414	TRUE
CRYBB2	1415	1415	TRUE
CRYBB3	1417	1417	TRUE
CRYBG3	131544	131544	TRUE
CRYGA	1418	1418	TRUE
CRYGB	1419	1419	TRUE
CRYGC	1420	1420	TRUE
CRYGD	1421	1421	TRUE
CRYGN	155051	155051	TRUE
CRYGS	1427	1427	TRUE
CRYL1	51084	51084	TRUE
CRYM	1428	1428	TRUE
CRYZ	1429	1429	TRUE
CRYZL1	9946	9946	TRUE
CS	1431	1431	TRUE
CSAD	51380	51380	TRUE
CSAG1	158511	158511	TRUE
CSDC2	27254	27254	TRUE
CSDE1	7812	7812	TRUE
CSE1L	1434	1434	TRUE
CSF1	1435	1435	TRUE
CSF1R	1436	1436	TRUE
CSF2	1437	1437	TRUE
CSF2RA	1438	1438	TRUE
CSF2RB	1439	1439	TRUE
CSF3	1440	1440	TRUE
CSF3R	1441	1441	TRUE
CSGALNACT1	55790	55790	TRUE
CSGALNACT2	55454	55454	TRUE
CSHL1	1444	1444	TRUE
CSK	1445	1445	TRUE
CSMD1	64478	64478	TRUE
CSMD2	114784	114784	TRUE
CSMD3	114788	114788	TRUE
CSN1S1	1446	1446	TRUE
CSN2	1447	1447	TRUE
CSN3	1448	1448	TRUE
CSNK1A1	1452	1452	TRUE
CSNK1A1L	122011	122011	TRUE
CSNK1D	1453	1453	TRUE
CSNK1G1	53944	53944	TRUE
CSNK1G2	1455	1455	TRUE
CSNK1G3	1456	1456	TRUE
CSNK2A1	1457	1457	TRUE
CSNK2A2	1459	1459	TRUE
CSNK2B	1460	1460	TRUE
CSPG4	1464	1464	TRUE
CSPG5	10675	10675	TRUE
CSPP1	79848	79848	TRUE
CSRNP1	64651	64651	TRUE
CSRNP2	81566	81566	TRUE
CSRNP3	80034	80034	TRUE
CSRP1	1465	1465	TRUE
CSRP2	1466	1466	TRUE
CSRP2BP	57325	57325	TRUE
CSRP3	8048	8048	TRUE
CST1	1469	1469	TRUE
CST11	140880	140880	TRUE
CST2	1470	1470	TRUE
CST3	1471	1471	TRUE
CST4	1472	1472	TRUE
CST5	1473	1473	TRUE
CST6	1474	1474	TRUE
CST7	8530	8530	TRUE
CST8	10047	10047	TRUE
CST9	128822	128822	TRUE
CST9L	128821	128821	TRUE
CSTA	1475	1475	TRUE
CSTB	1476	1476	TRUE
CSTF1	1477	1477	TRUE
CSTF2	1478	1478	TRUE
CSTF2T	23283	23283	TRUE
CSTF3	1479	1479	TRUE
CSTL1	128817	128817	TRUE
CT62	196993	196993	TRUE
CTAG2	30848	30848	TRUE
CTAGE1	64693	64693	TRUE
CTAGE5	4253	4253	TRUE
CTBP1	1487	1487	TRUE
CTBP2	1488	1488	TRUE
CTBS	1486	1486	TRUE
CTCF	10664	10664	TRUE
CTCFL	140690	140690	TRUE
CTDP1	9150	9150	TRUE
CTDSP1	58190	58190	TRUE
CTDSP2	10106	10106	TRUE
CTDSPL	10217	10217	TRUE
CTDSPL2	51496	51496	TRUE
CTF1	1489	1489	TRUE
CTGF	1490	1490	TRUE
CTH	1491	1491	TRUE
CTHRC1	115908	115908	TRUE
CTLA4	1493	1493	TRUE
CTNNA1	1495	1495	TRUE
CTNNA2	1496	1496	TRUE
CTNNA3	29119	29119	TRUE
CTNNAL1	8727	8727	TRUE
CTNNB1	1499	1499	TRUE
CTNNBIP1	56998	56998	TRUE
CTNNBL1	56259	56259	TRUE
CTNND2	1501	1501	TRUE
CTNS	1497	1497	TRUE
CTPS2	56474	56474	TRUE
CTR9	9646	9646	TRUE
CTRB2	440387	440387	TRUE
CTRC	11330	11330	TRUE
CTRL	1506	1506	TRUE
CTSA	5476	5476	TRUE
CTSB	1508	1508	TRUE
CTSC	1075	1075	TRUE
CTSD	1509	1509	TRUE
CTSE	1510	1510	TRUE
CTSF	8722	8722	TRUE
CTSG	1511	1511	TRUE
CTSH	1512	1512	TRUE
CTSK	1513	1513	TRUE
CTSO	1519	1519	TRUE
CTSS	1520	1520	TRUE
CTSW	1521	1521	TRUE
CTSZ	1522	1522	TRUE
CTTN	2017	2017	TRUE
CTTNBP2	83992	83992	TRUE
CTTNBP2NL	55917	55917	TRUE
CTU1	90353	90353	TRUE
CTU2	348180	348180	TRUE
CTXN1	404217	404217	TRUE
CTXN2	399697	399697	TRUE
CTXN3	613212	613212	TRUE
CUBN	8029	8029	TRUE
CUEDC1	404093	404093	TRUE
CUEDC2	79004	79004	TRUE
CUL1	8454	8454	TRUE
CUL2	8453	8453	TRUE
CUL3	8452	8452	TRUE
CUL4A	8451	8451	TRUE
CUL4B	8450	8450	TRUE
CUL5	8065	8065	TRUE
CUL7	9820	9820	TRUE
CUL9	23113	23113	TRUE
CUTA	51596	51596	TRUE
CUTC	51076	51076	TRUE
CUX1	1523	1523	TRUE
CUX2	23316	23316	TRUE
CWC15	51503	51503	TRUE
CWC22	57703	57703	TRUE
CWC25	54883	54883	TRUE
CWC27	10283	10283	TRUE
CWF19L1	55280	55280	TRUE
CWF19L2	143884	143884	TRUE
CWH43	80157	80157	TRUE
CX3CL1	6376	6376	TRUE
CX3CR1	1524	1524	TRUE
CXADR	1525	1525	TRUE
CXCL1	2919	2919	TRUE
CXCL10	3627	3627	TRUE
CXCL11	6373	6373	TRUE
CXCL12	6387	6387	TRUE
CXCL13	10563	10563	TRUE
CXCL14	9547	9547	TRUE
CXCL16	58191	58191	TRUE
CXCL17	284340	284340	TRUE
CXCL2	2920	2920	TRUE
CXCL3	2921	2921	TRUE
CXCL5	6374	6374	TRUE
CXCL6	6372	6372	TRUE
CXCL9	4283	4283	TRUE
CXCR1	3577	3577	TRUE
CXCR2	3579	3579	TRUE
CXCR3	2833	2833	TRUE
CXCR4	7852	7852	TRUE
CXCR5	643	643	TRUE
CXCR6	10663	10663	TRUE
CXXC1	30827	30827	TRUE
CXXC4	80319	80319	TRUE
CXXC5	51523	51523	TRUE
CXorf21	80231	80231	TRUE
CXorf23	256643	256643	TRUE
CXorf36	79742	79742	TRUE
CXorf38	159013	159013	TRUE
CXorf40A	91966	91966	TRUE
CXorf56	63932	63932	TRUE
CXorf57	55086	55086	TRUE
CXorf58	254158	254158	TRUE
CXorf65	158830	158830	TRUE
CXorf66	347487	347487	TRUE
CXorf67	340602	340602	TRUE
CYB561	1534	1534	TRUE
CYB561D1	284613	284613	TRUE
CYB561D2	11068	11068	TRUE
CYB5A	1528	1528	TRUE
CYB5B	80777	80777	TRUE
CYB5D1	124637	124637	TRUE
CYB5D2	124936	124936	TRUE
CYB5R1	51706	51706	TRUE
CYB5R2	51700	51700	TRUE
CYB5R3	1727	1727	TRUE
CYB5R4	51167	51167	TRUE
CYB5RL	606495	606495	TRUE
CYBA	1535	1535	TRUE
CYBB	1536	1536	TRUE
CYBRD1	79901	79901	TRUE
CYC1	1537	1537	TRUE
CYCS	54205	54205	TRUE
CYFIP1	23191	23191	TRUE
CYFIP2	26999	26999	TRUE
CYGB	114757	114757	TRUE
CYHR1	50626	50626	TRUE
CYLC1	1538	1538	TRUE
CYLC2	1539	1539	TRUE
CYLD	1540	1540	TRUE
CYP11A1	1583	1583	TRUE
CYP11B1	1584	1584	TRUE
CYP11B2	1585	1585	TRUE
CYP17A1	1586	1586	TRUE
CYP19A1	1588	1588	TRUE
CYP1A1	1543	1543	TRUE
CYP1A2	1544	1544	TRUE
CYP1B1	1545	1545	TRUE
CYP20A1	57404	57404	TRUE
CYP24A1	1591	1591	TRUE
CYP26A1	1592	1592	TRUE
CYP26B1	56603	56603	TRUE
CYP26C1	340665	340665	TRUE
CYP27A1	1593	1593	TRUE
CYP27B1	1594	1594	TRUE
