gene_symbol	entrez_id_a	entrez_id_n	entrez_agreement
RPL7A	6130	6130	TRUE
RPL7L1	285855	285855	TRUE
RPL8	6132	6132	TRUE
RPL9	6133	6133	TRUE
RPLP0	6175	6175	TRUE
RPLP1	6176	6176	TRUE
RPLP2	6181	6181	TRUE
RPN1	6184	6184	TRUE
RPN2	6185	6185	TRUE
RPP14	11102	11102	TRUE
RPP25	54913	54913	TRUE
RPP30	10556	10556	TRUE
RPP38	10557	10557	TRUE
RPP40	10799	10799	TRUE
RPRD1A	55197	55197	TRUE
RPRD1B	58490	58490	TRUE
RPRD2	23248	23248	TRUE
RPRM	56475	56475	TRUE
RPRML	388394	388394	TRUE
RPS10	6204	6204	TRUE
RPS11	6205	6205	TRUE
RPS13	6207	6207	TRUE
RPS14	6208	6208	TRUE
RPS15	6209	6209	TRUE
RPS15A	6210	6210	TRUE
RPS16	6217	6217	TRUE
RPS17	6218	6218	TRUE
RPS18	6222	6222	TRUE
RPS19	6223	6223	TRUE
RPS19BP1	91582	91582	TRUE
RPS2	6187	6187	TRUE
RPS20	6224	6224	TRUE
RPS23	6228	6228	TRUE
RPS24	6229	6229	TRUE
RPS25	6230	6230	TRUE
RPS27	6232	6232	TRUE
RPS27A	6233	6233	TRUE
RPS27L	51065	51065	TRUE
RPS28	6234	6234	TRUE
RPS29	6235	6235	TRUE
RPS2P32	256355	256355	TRUE
RPS3	6188	6188	TRUE
RPS3A	6189	6189	TRUE
RPS4X	6191	6191	TRUE
RPS4Y1	6192	6192	TRUE
RPS4Y2	140032	140032	TRUE
RPS5	6193	6193	TRUE
RPS6	6194	6194	TRUE
RPS6KA1	6195	6195	TRUE
RPS6KA2	6196	6196	TRUE
RPS6KA3	6197	6197	TRUE
RPS6KA4	8986	8986	TRUE
RPS6KA5	9252	9252	TRUE
RPS6KA6	27330	27330	TRUE
RPS6KB1	6198	6198	TRUE
RPS6KB2	6199	6199	TRUE
RPS6KC1	26750	26750	TRUE
RPS6KL1	83694	83694	TRUE
RPS7	6201	6201	TRUE
RPS8	6202	6202	TRUE
RPS9	6203	6203	TRUE
RPSAP9	653162	653162	TRUE
RPTN	126638	126638	TRUE
RPTOR	57521	57521	TRUE
RPUSD1	113000	113000	TRUE
RPUSD2	27079	27079	TRUE
RPUSD3	285367	285367	TRUE
RPUSD4	84881	84881	TRUE
RQCD1	9125	9125	TRUE
RRAD	6236	6236	TRUE
RRAGA	10670	10670	TRUE
RRAGB	10325	10325	TRUE
RRAGC	64121	64121	TRUE
RRAGD	58528	58528	TRUE
RRAS	6237	6237	TRUE
RRAS2	22800	22800	TRUE
RRBP1	6238	6238	TRUE
RREB1	6239	6239	TRUE
RRH	10692	10692	TRUE
RRM1	6240	6240	TRUE
RRM2	6241	6241	TRUE
RRM2B	50484	50484	TRUE
RRN3	54700	54700	TRUE
RRN3P1	730092	730092	TRUE
RRP1	8568	8568	TRUE
RRP12	23223	23223	TRUE
RRP15	51018	51018	TRUE
RRP1B	23076	23076	TRUE
RRP7A	27341	27341	TRUE
RRP8	23378	23378	TRUE
RRP9	9136	9136	TRUE
RRS1	23212	23212	TRUE
RS1	6247	6247	TRUE
RSAD1	55316	55316	TRUE
RSAD2	91543	91543	TRUE
RSBN1	54665	54665	TRUE
RSBN1L	222194	222194	TRUE
RSF1	51773	51773	TRUE
RSL1D1	26156	26156	TRUE
RSL24D1	51187	51187	TRUE
RSPH1	89765	89765	TRUE
RSPH10B2	728194	728194	TRUE
RSPH3	83861	83861	TRUE
RSPH4A	345895	345895	TRUE
RSPH6A	81492	81492	TRUE
RSPH9	221421	221421	TRUE
RSPO1	284654	284654	TRUE
RSPO2	340419	340419	TRUE
RSPO3	84870	84870	TRUE
RSPO4	343637	343637	TRUE
RSPRY1	89970	89970	TRUE
RSRC1	51319	51319	TRUE
RSRC2	65117	65117	TRUE
RSU1	6251	6251	TRUE
RTBDN	83546	83546	TRUE
RTF1	23168	23168	TRUE
RTKN	6242	6242	TRUE
RTKN2	219790	219790	TRUE
RTL1	388015	388015	TRUE
RTN1	6252	6252	TRUE
RTN2	6253	6253	TRUE
RTN3	10313	10313	TRUE
RTN4	57142	57142	TRUE
RTN4IP1	84816	84816	TRUE
RTN4R	65078	65078	TRUE
RTN4RL1	146760	146760	TRUE
RTN4RL2	349667	349667	TRUE
RTP1	132112	132112	TRUE
RTP2	344892	344892	TRUE
RTP3	83597	83597	TRUE
RTP4	64108	64108	TRUE
RTTN	25914	25914	TRUE
RUFY1	80230	80230	TRUE
RUFY2	55680	55680	TRUE
RUFY3	22902	22902	TRUE
RUFY4	285180	285180	TRUE
RUNDC1	146923	146923	TRUE
RUNDC3A	10900	10900	TRUE
RUNDC3B	154661	154661	TRUE
RUNX1T1	862	862	TRUE
RUNX2	860	860	TRUE
RUNX3	864	864	TRUE
RUSC1	23623	23623	TRUE
RUSC2	9853	9853	TRUE
RUVBL1	8607	8607	TRUE
RUVBL2	10856	10856	TRUE
RWDD1	51389	51389	TRUE
RWDD2A	112611	112611	TRUE
RWDD2B	10069	10069	TRUE
RWDD3	25950	25950	TRUE
RXFP1	59350	59350	TRUE
RXFP2	122042	122042	TRUE
RXFP3	51289	51289	TRUE
RXFP4	339403	339403	TRUE
RXRA	6256	6256	TRUE
RXRB	6257	6257	TRUE
RXRG	6258	6258	TRUE
RYBP	23429	23429	TRUE
RYK	6259	6259	TRUE
RYR1	6261	6261	TRUE
RYR2	6262	6262	TRUE
RYR3	6263	6263	TRUE
S100A1	6271	6271	TRUE
S100A10	6281	6281	TRUE
S100A11	6282	6282	TRUE
S100A12	6283	6283	TRUE
S100A13	6284	6284	TRUE
S100A14	57402	57402	TRUE
S100A16	140576	140576	TRUE
S100A2	6273	6273	TRUE
S100A3	6274	6274	TRUE
S100A4	6275	6275	TRUE
S100A5	6276	6276	TRUE
S100A6	6277	6277	TRUE
S100A7	6278	6278	TRUE
S100A7A	338324	338324	TRUE
S100A7L2	645922	645922	TRUE
S100A8	6279	6279	TRUE
S100A9	6280	6280	TRUE
S100B	6285	6285	TRUE
S100G	795	795	TRUE
S100P	6286	6286	TRUE
S100PBP	64766	64766	TRUE
S100Z	170591	170591	TRUE
S1PR1	1901	1901	TRUE
S1PR2	9294	9294	TRUE
S1PR3	1903	1903	TRUE
S1PR4	8698	8698	TRUE
S1PR5	53637	53637	TRUE
SAA1	6288	6288	TRUE
SAA2	6289	6289	TRUE
SAA3P	6290	6290	TRUE
SAAL1	113174	113174	TRUE
SAC3D1	29901	29901	TRUE
SACM1L	22908	22908	TRUE
SACS	26278	26278	TRUE
SAE1	10055	10055	TRUE
SAFB	6294	6294	TRUE
SAFB2	9667	9667	TRUE
SAG	6295	6295	TRUE
SAGE1	55511	55511	TRUE
SALL1	6299	6299	TRUE
SALL2	6297	6297	TRUE
SALL3	27164	27164	TRUE
SALL4	57167	57167	TRUE
SAMD1	90378	90378	TRUE
SAMD10	140700	140700	TRUE
SAMD11	148398	148398	TRUE
SAMD12	401474	401474	TRUE
SAMD13	148418	148418	TRUE
SAMD14	201191	201191	TRUE
SAMD3	154075	154075	TRUE
SAMD4A	23034	23034	TRUE
SAMD4B	55095	55095	TRUE
SAMD5	389432	389432	TRUE
SAMD7	344658	344658	TRUE
SAMD8	142891	142891	TRUE
SAMD9	54809	54809	TRUE
SAMD9L	219285	219285	TRUE
SAMHD1	25939	25939	TRUE
SAMM50	25813	25813	TRUE
SAMSN1	64092	64092	TRUE
SAP130	79595	79595	TRUE
SAP18	10284	10284	TRUE
SAP30	8819	8819	TRUE
SAP30BP	29115	29115	TRUE
SAP30L	79685	79685	TRUE
SAR1A	56681	56681	TRUE
SAR1B	51128	51128	TRUE
SARDH	1757	1757	TRUE
SARM1	23098	23098	TRUE
SARNP	84324	84324	TRUE
SARS	6301	6301	TRUE
SARS2	54938	54938	TRUE
SART1	9092	9092	TRUE
SART3	9733	9733	TRUE
SASH1	23328	23328	TRUE
SASH3	54440	54440	TRUE
SASS6	163786	163786	TRUE
SAT1	6303	6303	TRUE
SAT2	112483	112483	TRUE
SATB1	6304	6304	TRUE
SATB2	23314	23314	TRUE
SATL1	340562	340562	TRUE
SAV1	60485	60485	TRUE
SBDS	51119	51119	TRUE
SBF1	6305	6305	TRUE
SBF2	81846	81846	TRUE
SBK1	388228	388228	TRUE
SBK2	646643	646643	TRUE
SBNO1	55206	55206	TRUE
SBNO2	22904	22904	TRUE
SBSN	374897	374897	TRUE
SCAF1	58506	58506	TRUE
SCAI	286205	286205	TRUE
SCAMP1	9522	9522	TRUE
SCAMP2	10066	10066	TRUE
SCAMP3	10067	10067	TRUE
SCAMP4	113178	113178	TRUE
SCAMP5	192683	192683	TRUE
SCAND1	51282	51282	TRUE
SCAP	22937	22937	TRUE
SCAPER	49855	49855	TRUE
SCARA3	51435	51435	TRUE
SCARA5	286133	286133	TRUE
SCARB1	949	949	TRUE
SCARB2	950	950	TRUE
SCARF1	8578	8578	TRUE
SCARF2	91179	91179	TRUE
SCARNA10	692148	692148	TRUE
SCARNA14	692149	692149	TRUE
SCARNA20	677681	677681	TRUE
SCARNA9L	100158262	100158262	TRUE
SCCPDH	51097	51097	TRUE
SCD	6319	6319	TRUE
SCD5	79966	79966	TRUE
SCEL	8796	8796	TRUE
SCFD1	23256	23256	TRUE
SCFD2	152579	152579	TRUE
SCG2	7857	7857	TRUE
SCG3	29106	29106	TRUE
SCG5	6447	6447	TRUE
SCGB1A1	7356	7356	TRUE
SCGB1D1	10648	10648	TRUE
SCGB1D2	10647	10647	TRUE
SCGB1D4	404552	404552	TRUE
SCGB2A1	4246	4246	TRUE
SCGB2A2	4250	4250	TRUE
SCGB3A1	92304	92304	TRUE
SCGB3A2	117156	117156	TRUE
SCGN	10590	10590	TRUE
SCIN	85477	85477	TRUE
SCLT1	132320	132320	TRUE
SCLY	51540	51540	TRUE
SCMH1	22955	22955	TRUE
SCML1	6322	6322	TRUE
SCML2	10389	10389	TRUE
SCML4	256380	256380	TRUE
SCN10A	6336	6336	TRUE
SCN11A	11280	11280	TRUE
SCN1A	6323	6323	TRUE
SCN1B	6324	6324	TRUE
SCN2A	6326	6326	TRUE
SCN2B	6327	6327	TRUE
SCN3A	6328	6328	TRUE
SCN3B	55800	55800	TRUE
SCN4A	6329	6329	TRUE
SCN4B	6330	6330	TRUE
SCN5A	6331	6331	TRUE
SCN7A	6332	6332	TRUE
SCN8A	6334	6334	TRUE
SCN9A	6335	6335	TRUE
SCNN1A	6337	6337	TRUE
SCNN1B	6338	6338	TRUE
SCNN1D	6339	6339	TRUE
SCNN1G	6340	6340	TRUE
SCO1	6341	6341	TRUE
SCO2	9997	9997	TRUE
SCOC	60592	60592	TRUE
SCP2	6342	6342	TRUE
SCPEP1	59342	59342	TRUE
SCRG1	11341	11341	TRUE
SCRIB	23513	23513	TRUE
SCRN1	9805	9805	TRUE
SCRN2	90507	90507	TRUE
SCRN3	79634	79634	TRUE
SCRT1	83482	83482	TRUE
SCRT2	85508	85508	TRUE
SCT	6343	6343	TRUE
SCTR	6344	6344	TRUE
SCUBE1	80274	80274	TRUE
SCUBE2	57758	57758	TRUE
SCUBE3	222663	222663	TRUE
SCYL1	57410	57410	TRUE
SCYL2	55681	55681	TRUE
SCYL3	57147	57147	TRUE
SDAD1	55153	55153	TRUE
SDC1	6382	6382	TRUE
SDC2	6383	6383	TRUE
SDC3	9672	9672	TRUE
SDC4	6385	6385	TRUE
SDCBP	6386	6386	TRUE
SDCBP2	27111	27111	TRUE
SDCCAG3	10807	10807	TRUE
SDCCAG8	10806	10806	TRUE
SDF2	6388	6388	TRUE
SDF2L1	23753	23753	TRUE
SDF4	51150	51150	TRUE
SDHA	6389	6389	TRUE
SDHAF1	644096	644096	TRUE
SDHAF2	54949	54949	TRUE
SDHAP3	728609	728609	TRUE
SDHB	6390	6390	TRUE
SDHC	6391	6391	TRUE
SDHD	6392	6392	TRUE
SDK1	221935	221935	TRUE
SDK2	54549	54549	TRUE
SDPR	8436	8436	TRUE
SDR16C5	195814	195814	TRUE
SDR39U1	56948	56948	TRUE
SDR42E1	93517	93517	TRUE
SDR9C7	121214	121214	TRUE
SDS	10993	10993	TRUE
SDSL	113675	113675	TRUE
SEC11A	23478	23478	TRUE
SEC11C	90701	90701	TRUE
SEC13	6396	6396	TRUE
SEC14L1	6397	6397	TRUE
SEC14L2	23541	23541	TRUE
SEC14L3	266629	266629	TRUE
SEC14L4	284904	284904	TRUE
SEC14L5	9717	9717	TRUE
SEC16A	9919	9919	TRUE
SEC16B	89866	89866	TRUE
SEC22A	26984	26984	TRUE
SEC22C	9117	9117	TRUE
SEC23A	10484	10484	TRUE
SEC23B	10483	10483	TRUE
SEC23IP	11196	11196	TRUE
SEC24A	10802	10802	TRUE
SEC24B	10427	10427	TRUE
SEC24C	9632	9632	TRUE
SEC24D	9871	9871	TRUE
SEC31A	22872	22872	TRUE
SEC31B	25956	25956	TRUE
SEC61A1	29927	29927	TRUE
SEC61A2	55176	55176	TRUE
SEC61B	10952	10952	TRUE
SEC61G	23480	23480	TRUE
SEC62	7095	7095	TRUE
SEC63	11231	11231	TRUE
SECISBP2	79048	79048	TRUE
SECISBP2L	9728	9728	TRUE
SECTM1	6398	6398	TRUE
SEH1L	81929	81929	TRUE
SEL1L	6400	6400	TRUE
SEL1L2	80343	80343	TRUE
SEL1L3	23231	23231	TRUE
SELE	6401	6401	TRUE
SELENBP1	8991	8991	TRUE
SELK	58515	58515	TRUE
SELL	6402	6402	TRUE
SELM	140606	140606	TRUE
SELO	83642	83642	TRUE
SELP	6403	6403	TRUE
SELPLG	6404	6404	TRUE
SELT	51714	51714	TRUE
SELV	348303	348303	TRUE
SEMA3A	10371	10371	TRUE
SEMA3B	7869	7869	TRUE
SEMA3C	10512	10512	TRUE
SEMA3D	223117	223117	TRUE
SEMA3E	9723	9723	TRUE
SEMA3F	6405	6405	TRUE
SEMA3G	56920	56920	TRUE
SEMA4A	64218	64218	TRUE
SEMA4B	10509	10509	TRUE
SEMA4C	54910	54910	TRUE
SEMA4D	10507	10507	TRUE
SEMA4F	10505	10505	TRUE
SEMA4G	57715	57715	TRUE
SEMA5A	9037	9037	TRUE
SEMA5B	54437	54437	TRUE
SEMA6A	57556	57556	TRUE
SEMA6B	10501	10501	TRUE
SEMA6C	10500	10500	TRUE
SEMA6D	80031	80031	TRUE
SEMA7A	8482	8482	TRUE
SEMG1	6406	6406	TRUE
SEMG2	6407	6407	TRUE
SENP1	29843	29843	TRUE
SENP2	59343	59343	TRUE
SENP3	26168	26168	TRUE
SENP5	205564	205564	TRUE
SENP6	26054	26054	TRUE
SENP7	57337	57337	TRUE
SENP8	123228	123228	TRUE
SEPHS1	22929	22929	TRUE
SEPHS2	22928	22928	TRUE
SEPN1	57190	57190	TRUE
SEPP1	6414	6414	TRUE
SEPSECS	51091	51091	TRUE
SEPW1	6415	6415	TRUE
SERAC1	84947	84947	TRUE
SERBP1	26135	26135	TRUE
SERF2	10169	10169	TRUE
SERGEF	26297	26297	TRUE
SERHL	94009	94009	TRUE
SERHL2	253190	253190	TRUE
SERINC1	57515	57515	TRUE
SERINC2	347735	347735	TRUE
SERINC3	10955	10955	TRUE
SERINC4	619189	619189	TRUE
SERINC5	256987	256987	TRUE
SERP1	27230	27230	TRUE
SERP2	387923	387923	TRUE
SERPINA1	5265	5265	TRUE
SERPINA10	51156	51156	TRUE
SERPINA11	256394	256394	TRUE
SERPINA12	145264	145264	TRUE
SERPINA3	12	12	TRUE
SERPINA4	5267	5267	TRUE
SERPINA5	5104	5104	TRUE
SERPINA6	866	866	TRUE
SERPINA7	6906	6906	TRUE
SERPINA9	327657	327657	TRUE
SERPINB1	1992	1992	TRUE
SERPINB10	5273	5273	TRUE
SERPINB11	89778	89778	TRUE
SERPINB12	89777	89777	TRUE
SERPINB13	5275	5275	TRUE
SERPINB2	5055	5055	TRUE
SERPINB3	6317	6317	TRUE
SERPINB4	6318	6318	TRUE
SERPINB5	5268	5268	TRUE
SERPINB6	5269	5269	TRUE
SERPINB7	8710	8710	TRUE
SERPINB8	5271	5271	TRUE
SERPINB9	5272	5272	TRUE
SERPINC1	462	462	TRUE
SERPIND1	3053	3053	TRUE
SERPINE1	5054	5054	TRUE
SERPINE2	5270	5270	TRUE
SERPINE3	647174	647174	TRUE
SERPINF1	5176	5176	TRUE
SERPINF2	5345	5345	TRUE
SERPING1	710	710	TRUE
SERPINH1	871	871	TRUE
SERPINI1	5274	5274	TRUE
SERPINI2	5276	5276	TRUE
SERTAD1	29950	29950	TRUE
SERTAD2	9792	9792	TRUE
SERTAD3	29946	29946	TRUE
SERTAD4	56256	56256	TRUE
SESN1	27244	27244	TRUE
SESN2	83667	83667	TRUE
SESN3	143686	143686	TRUE
SESTD1	91404	91404	TRUE
SET	6418	6418	TRUE
SETBP1	26040	26040	TRUE
SETD1A	9739	9739	TRUE
SETD1B	23067	23067	TRUE
SETD2	29072	29072	TRUE
SETD3	84193	84193	TRUE
SETD4	54093	54093	TRUE
SETD5	55209	55209	TRUE
SETD6	79918	79918	TRUE
SETD7	80854	80854	TRUE
SETDB1	9869	9869	TRUE
SETDB2	83852	83852	TRUE
SETMAR	6419	6419	TRUE
SETX	23064	23064	TRUE
SEZ6	124925	124925	TRUE
SEZ6L	23544	23544	TRUE
SEZ6L2	26470	26470	TRUE
SF1	7536	7536	TRUE
SF3A1	10291	10291	TRUE
SF3A2	8175	8175	TRUE
SF3A3	10946	10946	TRUE
SF3B1	23451	23451	TRUE
SF3B2	10992	10992	TRUE
SF3B3	23450	23450	TRUE
SF3B4	10262	10262	TRUE
SF3B5	83443	83443	TRUE
SFI1	9814	9814	TRUE
SFMBT1	51460	51460	TRUE
SFMBT2	57713	57713	TRUE
SFN	2810	2810	TRUE
SFRP1	6422	6422	TRUE
SFRP2	6423	6423	TRUE
SFRP4	6424	6424	TRUE
SFRP5	6425	6425	TRUE
SFT2D1	113402	113402	TRUE
SFT2D2	375035	375035	TRUE
SFT2D3	84826	84826	TRUE
SFTA2	389376	389376	TRUE
SFTA3	253970	253970	TRUE
SFTPA1	653509	653509	TRUE
SFTPA2	729238	729238	TRUE
SFTPB	6439	6439	TRUE
SFTPC	6440	6440	TRUE
SFTPD	6441	6441	TRUE
SFXN1	94081	94081	TRUE
SFXN2	118980	118980	TRUE
SFXN3	81855	81855	TRUE
SFXN4	119559	119559	TRUE
SFXN5	94097	94097	TRUE
SGCA	6442	6442	TRUE
SGCB	6443	6443	TRUE
SGCD	6444	6444	TRUE
SGCE	8910	8910	TRUE
SGCG	6445	6445	TRUE
SGCZ	137868	137868	TRUE
SGIP1	84251	84251	TRUE
SGK1	6446	6446	TRUE
SGK2	10110	10110	TRUE
SGK223	157285	157285	TRUE
SGK494	124923	124923	TRUE
SGMS1	259230	259230	TRUE
SGMS2	166929	166929	TRUE
SGOL1	151648	151648	TRUE
SGOL2	151246	151246	TRUE
SGPL1	8879	8879	TRUE
SGPP1	81537	81537	TRUE
SGPP2	130367	130367	TRUE
SGSH	6448	6448	TRUE
SGSM1	129049	129049	TRUE
SGSM2	9905	9905	TRUE
SGSM3	27352	27352	TRUE
SGTA	6449	6449	TRUE
SGTB	54557	54557	TRUE
SH2B1	25970	25970	TRUE
SH2B2	10603	10603	TRUE
SH2B3	10019	10019	TRUE
SH2D1A	4068	4068	TRUE
SH2D1B	117157	117157	TRUE
SH2D2A	9047	9047	TRUE
SH2D3A	10045	10045	TRUE
SH2D3C	10044	10044	TRUE
SH2D4A	63898	63898	TRUE
SH2D4B	387694	387694	TRUE
SH2D5	400745	400745	TRUE
SH2D6	284948	284948	TRUE
SH2D7	646892	646892	TRUE
SH3BGR	6450	6450	TRUE
SH3BGRL	6451	6451	TRUE
SH3BGRL2	83699	83699	TRUE
SH3BGRL3	83442	83442	TRUE
SH3BP1	23616	23616	TRUE
SH3BP2	6452	6452	TRUE
SH3BP4	23677	23677	TRUE
SH3BP5	9467	9467	TRUE
SH3BP5L	80851	80851	TRUE
SH3D19	152503	152503	TRUE
SH3GL1	6455	6455	TRUE
SH3GL2	6456	6456	TRUE
SH3GL3	6457	6457	TRUE
SH3GLB1	51100	51100	TRUE
SH3GLB2	56904	56904	TRUE
SH3KBP1	30011	30011	TRUE
SH3PXD2A	9644	9644	TRUE
SH3PXD2B	285590	285590	TRUE
SH3RF1	57630	57630	TRUE
SH3RF2	153769	153769	TRUE
SH3RF3	344558	344558	TRUE
SH3TC1	54436	54436	TRUE
SH3TC2	79628	79628	TRUE
SH3YL1	26751	26751	TRUE
SHANK1	50944	50944	TRUE
SHANK2	22941	22941	TRUE
SHANK3	85358	85358	TRUE
SHARPIN	81858	81858	TRUE
SHB	6461	6461	TRUE
SHBG	6462	6462	TRUE
SHC1	6464	6464	TRUE
SHC3	53358	53358	TRUE
SHC4	399694	399694	TRUE
SHCBP1	79801	79801	TRUE
SHD	56961	56961	TRUE
SHE	126669	126669	TRUE
SHF	90525	90525	TRUE
SHH	6469	6469	TRUE
SHISA2	387914	387914	TRUE
SHISA3	152573	152573	TRUE
SHISA4	149345	149345	TRUE
SHISA5	51246	51246	TRUE
SHISA6	388336	388336	TRUE
SHISA7	729956	729956	TRUE
SHISA9	729993	729993	TRUE
SHKBP1	92799	92799	TRUE
SHMT1	6470	6470	TRUE
SHMT2	6472	6472	TRUE
SHOC2	8036	8036	TRUE
SHOX	6473	6473	TRUE
SHOX2	6474	6474	TRUE
SHPK	23729	23729	TRUE
SHPRH	257218	257218	TRUE
SHQ1	55164	55164	TRUE
SHROOM1	134549	134549	TRUE
SHROOM2	357	357	TRUE
SHROOM3	57619	57619	TRUE
SHROOM4	57477	57477	TRUE
SI	6476	6476	TRUE
SIAE	54414	54414	TRUE
SIAH1	6477	6477	TRUE
SIAH2	6478	6478	TRUE
SIAH3	283514	283514	TRUE
SIDT1	54847	54847	TRUE
SIDT2	51092	51092	TRUE
SIGIRR	59307	59307	TRUE
SIGLEC1	6614	6614	TRUE
SIGLEC11	114132	114132	TRUE
SIGLEC12	89858	89858	TRUE
SIGLEC14	100049587	100049587	TRUE
SIGLEC15	284266	284266	TRUE
SIGLEC16	400709	400709	TRUE
SIGLEC5	8778	8778	TRUE
SIGLEC6	946	946	TRUE
SIGLEC7	27036	27036	TRUE
SIGLEC8	27181	27181	TRUE
SIGLEC9	27180	27180	TRUE
SIGMAR1	10280	10280	TRUE
SIK2	23235	23235	TRUE
SIK3	23387	23387	TRUE
SIKE1	80143	80143	TRUE
SIL1	64374	64374	TRUE
SIM1	6492	6492	TRUE
SIM2	6493	6493	TRUE
SIN3A	25942	25942	TRUE
SIN3B	23309	23309	TRUE
SIPA1	6494	6494	TRUE
SIPA1L1	26037	26037	TRUE
SIPA1L2	57568	57568	TRUE
SIPA1L3	23094	23094	TRUE
SIRPA	140885	140885	TRUE
SIRPB1	10326	10326	TRUE
SIRPB2	284759	284759	TRUE
SIRPD	128646	128646	TRUE
SIRPG	55423	55423	TRUE
SIRT1	23411	23411	TRUE
SIRT2	22933	22933	TRUE
SIRT3	23410	23410	TRUE
SIRT4	23409	23409	TRUE
SIRT5	23408	23408	TRUE
SIRT6	51548	51548	TRUE
SIRT7	51547	51547	TRUE
SIT1	27240	27240	TRUE
SIVA1	10572	10572	TRUE
SIX1	6495	6495	TRUE
SIX2	10736	10736	TRUE
SIX3	6496	6496	TRUE
SIX4	51804	51804	TRUE
SIX5	147912	147912	TRUE
SIX6	4990	4990	TRUE
SKA1	220134	220134	TRUE
SKA2	348235	348235	TRUE
SKA3	221150	221150	TRUE
SKAP1	8631	8631	TRUE
SKAP2	8935	8935	TRUE
SKI	6497	6497	TRUE
SKIL	6498	6498	TRUE
SKIV2L	6499	6499	TRUE
SKIV2L2	23517	23517	TRUE
SKP1	6500	6500	TRUE
SKP2	6502	6502	TRUE
SLA	6503	6503	TRUE
SLA2	84174	84174	TRUE
SLAIN1	122060	122060	TRUE
SLAIN2	57606	57606	TRUE
SLAMF1	6504	6504	TRUE
SLAMF6	114836	114836	TRUE
SLAMF7	57823	57823	TRUE
SLAMF8	56833	56833	TRUE
SLAMF9	89886	89886	TRUE
SLBP	7884	7884	TRUE
SLC10A1	6554	6554	TRUE
SLC10A2	6555	6555	TRUE
SLC10A3	8273	8273	TRUE
SLC10A4	201780	201780	TRUE
SLC10A5	347051	347051	TRUE
SLC10A6	345274	345274	TRUE
SLC10A7	84068	84068	TRUE
SLC11A1	6556	6556	TRUE
SLC11A2	4891	4891	TRUE
SLC12A1	6557	6557	TRUE
SLC12A2	6558	6558	TRUE
SLC12A3	6559	6559	TRUE
SLC12A4	6560	6560	TRUE
SLC12A5	57468	57468	TRUE
SLC12A6	9990	9990	TRUE
SLC12A7	10723	10723	TRUE
SLC12A8	84561	84561	TRUE
SLC12A9	56996	56996	TRUE
SLC13A1	6561	6561	TRUE
SLC13A2	9058	9058	TRUE
SLC13A3	64849	64849	TRUE
SLC13A4	26266	26266	TRUE
SLC13A5	284111	284111	TRUE
SLC14A1	6563	6563	TRUE
SLC14A2	8170	8170	TRUE
SLC15A1	6564	6564	TRUE
SLC15A2	6565	6565	TRUE
SLC15A3	51296	51296	TRUE
SLC15A4	121260	121260	TRUE
SLC16A1	6566	6566	TRUE
SLC16A10	117247	117247	TRUE
SLC16A11	162515	162515	TRUE
SLC16A12	387700	387700	TRUE
SLC16A13	201232	201232	TRUE
SLC16A14	151473	151473	TRUE
SLC16A2	6567	6567	TRUE
SLC16A3	9123	9123	TRUE
SLC16A4	9122	9122	TRUE
SLC16A5	9121	9121	TRUE
SLC16A6	9120	9120	TRUE
SLC16A7	9194	9194	TRUE
SLC16A8	23539	23539	TRUE
SLC16A9	220963	220963	TRUE
SLC17A1	6568	6568	TRUE
SLC17A2	10246	10246	TRUE
SLC17A3	10786	10786	TRUE
SLC17A4	10050	10050	TRUE
SLC17A5	26503	26503	TRUE
SLC17A6	57084	57084	TRUE
SLC17A7	57030	57030	TRUE
SLC17A8	246213	246213	TRUE
SLC17A9	63910	63910	TRUE
SLC18A1	6570	6570	TRUE
SLC18A2	6571	6571	TRUE
SLC18A3	6572	6572	TRUE
SLC19A1	6573	6573	TRUE
SLC19A2	10560	10560	TRUE
SLC19A3	80704	80704	TRUE
SLC1A1	6505	6505	TRUE
SLC1A2	6506	6506	TRUE
SLC1A3	6507	6507	TRUE
SLC1A4	6509	6509	TRUE
SLC1A5	6510	6510	TRUE
SLC1A6	6511	6511	TRUE
SLC1A7	6512	6512	TRUE
SLC20A1	6574	6574	TRUE
SLC20A2	6575	6575	TRUE
SLC22A1	6580	6580	TRUE
SLC22A10	387775	387775	TRUE
SLC22A11	55867	55867	TRUE
SLC22A12	116085	116085	TRUE
SLC22A13	9390	9390	TRUE
SLC22A14	9389	9389	TRUE
SLC22A15	55356	55356	TRUE
SLC22A16	85413	85413	TRUE
SLC22A17	51310	51310	TRUE
SLC22A18	5002	5002	TRUE
SLC22A18AS	5003	5003	TRUE
SLC22A2	6582	6582	TRUE
SLC22A20	440044	440044	TRUE
SLC22A23	63027	63027	TRUE
SLC22A24	283238	283238	TRUE
SLC22A25	387601	387601	TRUE
SLC22A3	6581	6581	TRUE
SLC22A4	6583	6583	TRUE
SLC22A5	6584	6584	TRUE
SLC22A6	9356	9356	TRUE
SLC22A7	10864	10864	TRUE
SLC22A8	9376	9376	TRUE
SLC22A9	114571	114571	TRUE
SLC23A1	9963	9963	TRUE
SLC23A2	9962	9962	TRUE
SLC23A3	151295	151295	TRUE
SLC24A1	9187	9187	TRUE
SLC24A2	25769	25769	TRUE
SLC24A3	57419	57419	TRUE
SLC24A4	123041	123041	TRUE
SLC24A5	283652	283652	TRUE
SLC25A1	6576	6576	TRUE
SLC25A10	1468	1468	TRUE
SLC25A11	8402	8402	TRUE
